code,ROE2,D/E,D/E2
5005,-0.69,0.12,0.08
5008,7.11,0.13,0.0
5009,-9.5,0.05,0.05
5010,13.76,0.05,0.01
5012,5.54,0.22,0.24
5014,7.38,0.42,0.54
5016,2.25,0.06,0.05
5020,1.35,0.22,0.23
5021,5.88,0.06,0.0
5022,0.76,0.0,0.0
5024,26.79,0.0,0.0
5025,-18.27,0.0,0.0
5026,1.31,0.25,0.26
5027,7.69,0.0,0.01
5028,-21.05,0.17,0.04
5029,5.34,0.01,0.0
5031,11.88,0.05,0.05
5032,9.93,1.05,1.05
5035,-12.63,0.02,0.01
5036,-17.37,0.2,0.22
5037,-5.48,0.0,0.0
5038,8.3,0.03,0.05
5040,-18.0,0.06,0.11
5041,-13.61,0.44,0.11
5042,-15.52,0.36,0.4
5047,-14.41,0.02,0.0
5048,-1.53,0.0,0.0
5049,6.24,0.38,0.38
5053,8.6,0.28,0.28
5054,5.16,0.22,0.02
5056,-0.13,0.09,0.09
5060,0.0,0.0,0.0
5062,-3.86,0.36,0.55
5065,5.89,0.04,0.04
5066,1.96,0.14,0.13
5068,7.77,0.0,0.01
5069,4.88,0.19,0.09
5071,1.23,0.0,0.2
5072,2.98,0.02,0.02
5073,5.64,0.11,0.15
5075,2.69,0.08,0.09
5077,-1.96,0.91,1.24
5078,108.95,14.82,4.94
5079,-25.86,0.0,0.0
5080,4.71,0.1,0.08
5081,5.64,0.14,0.1
5082,-7.1,0.03,0.03
5084,8.99,0.37,0.31
5085,-89.4,3.65,1.98
5087,-3.04,0.08,0.05
5088,2.0,0.0,0.0
5090,-6.18,0.01,0.0
5094,2.7,0.0,0.0
5095,3.32,0.03,0.03
5098,1.03,0.21,0.22
5099,24.85,2.21,0.1
5100,11.39,0.0,0.0
5101,1.43,0.07,0.07
5102,33.16,0.06,0.07
5104,-7.23,0.02,0.02
5105,5.74,1.31,0.34
5106,11.18,0.24,0.24
5107,-1.52,0.04,0.0
5108,12.52,0.3,0.2
5109,3.84,0.38,0.37
5110,2.77,0.0,0.0
5111,3.63,0.0,0.0
5112,-54.81,1.81,1.51
5113,-24.22,0.58,0.51
5115,-34.22,0.19,0.22
5116,7.99,0.68,0.68
5120,2.63,0.83,0.82
5121,1.84,0.9,0.9
5123,2.16,0.38,0.38
5125,8.33,0.1,0.08
5126,2.95,0.35,0.35
5127,4.57,0.62,0.62
5129,1.18,0.0,0.0
5130,1.57,0.54,0.54
5131,8.19,0.0,0.0
5132,9.73,0.07,0.06
5133,-6.1,0.01,0.0
5134,3.62,0.02,0.0
5135,1.9,0.14,0.18
5136,7.39,0.18,0.09
5138,1.57,0.02,0.0
5139,15.11,3.21,3.21
5140,3.56,0.72,0.78
5141,15.37,0.08,0.02
5142,2.49,0.46,0.45
5143,12.71,0.0,0.0
5145,-5.42,0.12,0.15
5147,15.47,0.05,0.06
5148,4.19,0.37,0.34
5149,2.47,0.07,0.0
5151,-15.7,0.07,0.46
5152,11.32,0.01,0.02
5156,1.64,0.0,0.0
5157,0.76,0.1,0.1
5158,3.4,0.21,0.22
5159,10.4,0.05,0.04
5160,14.78,0.0,0.0
5161,-5.91,0.0,0.0
5162,9.93,0.0,0.0
5163,-19.21,0.64,0.64
5165,0.24,0.37,0.41
5167,6.34,0.03,0.0
5168,21.42,0.07,0.09
5169,8.27,0.49,0.54
5170,-14.2,0.48,0.56
5171,9.61,0.25,0.12
5172,-105.84,0.88,0.95
5173,-7.73,0.06,0.07
5175,0.11,0.09,0.1
5176,8.45,0.0,0.0
5178,-27.86,0.17,0.97
5180,2.76,0.49,0.48
5181,3.96,0.0,0.08
5182,9.58,0.19,0.2
5183,9.31,0.1,0.08
5184,13.0,1.27,1.31
5185,5.42,0.4,0.4
5186,-1.43,0.09,0.08
5187,5.82,0.06,0.06
5188,-7.98,0.0,0.0
5190,-0.03,0.32,0.29
5191,9.32,0.19,0.06
5192,1.27,0.03,0.03
5195,0.53,0.12,0.12
5196,0.3,0.77,0.36
5197,16.04,0.0,0.0
5198,2.69,0.07,0.08
5199,20.6,0.01,0.0
5200,8.2,0.0,0.0
5202,-16.56,0.37,0.37
5204,11.2,0.25,0.13
5205,7.64,0.58,0.28
5207,3.14,0.07,0.08
5208,12.26,0.1,0.09
5209,18.39,0.15,0.18
5210,1.78,2.17,2.17
5211,7.91,0.24,0.24
5212,6.6,0.54,0.54
5213,5.72,0.51,0.48
5216,13.77,0.22,0.3
5218,1.78,0.63,0.8
5219,16.82,1.36,1.39
5220,-8.07,0.03,0.03
5222,-5.69,1.43,1.43
5223,2.74,0.15,0.12
5225,1.9,0.41,0.41
5227,8.37,0.32,0.32
5228,8.15,0.41,0.16
5229,8.2,0.0,0.0
5230,9.33,0.01,0.0
5231,1.73,0.24,0.24
5232,7.62,0.18,0.14
5235SS,15.58,0.45,0.45
5236,17.24,0.12,0.15
5237,0.91,0.0,0.0
5238,-38.6,25.53,0.86
5239,3.22,0.28,0.33
5242,1.0,0.1,0.14
5243,1.19,0.34,0.36
5246,23.75,0.53,0.52
5247,0.52,0.05,0.02
5248,50.71,0.13,0.0
5250,55.67,5.45,5.45
5252,2.1,0.08,0.08
5253,6.67,0.01,0.02
5254,-5.47,0.26,0.26
5255,-161.49,0.96,0.92
5256,-6.16,0.0,0.0
5257,19.05,0.17,0.24
5258,14.27,0.41,0.43
5259,14.86,0.78,0.78
5260,-1.01,0.23,0.28
5263,21.3,0.1,0.1
5264,5.02,1.7,1.73
5265,-16.86,1.21,1.23
5267,1.0,0.49,0.34
5268,-14.9,0.16,0.12
5269,5.81,0.14,0.14
5270,-38.59,0.0,0.0
5271,10.22,0.0,0.0
5272,14.34,1.72,1.84
5273,5.63,0.2,0.23
5274,8.66,0.16,0.19
5275,10.12,0.21,0.2
5277,15.64,0.0,0.0
5278,8.17,0.28,0.23
5279,22.55,1.33,0.53
5280,6.7,0.58,0.18
5281,5.96,0.34,0.43
5283,7.22,0.54,0.51
5284,3.67,0.0,0.0
5285,-1.3,0.35,0.35
5286,16.65,0.0,0.0
5288,6.32,0.25,0.26
5289,6.57,0.0,0.0
5291,6.69,0.18,0.18
5292,27.8,0.02,0.07
5293,10.06,0.0,0.51
5347,7.82,1.2,1.2
5371,-13.09,0.04,0.04
5398,9.03,0.37,0.37
5401,5.07,0.35,0.39
5436,10.59,0.0,0.0
5517,6.64,0.0,0.0
5533,-13.28,0.1,0.1
5568,-0.79,0.0,0.0
5576,0.65,0.07,0.07
5584,6.04,0.04,0.03
5592,-3.09,0.0,0.0
5606,8.93,1.1,1.17
5614,8.23,0.31,0.31
5622,377.82,0.01,0.0
5649,0.68,0.15,0.02
5657,-6.04,3.05,1.13
5665,-13.08,0.12,0.1
5673,-38.35,0.11,0.12
5681,13.97,0.03,0.03
5703,13.33,0.05,0.06
5738,10.64,0.21,0.21
5789,5.98,0.57,0.5
5797,-0.22,0.0,0.0
5819,10.79,0.11,0.13
5827,13.65,0.2,0.22
5835,-159.15,0.06,0.97
5843,2.57,0.55,0.55
5886,1.51,0.0,0.0
5908,7.65,1.06,0.05
5916,10.74,0.33,0.14
5924,-5.91,0.01,0.01
5932,1.34,0.71,0.76
5983,13.44,0.01,0.01
6009,-2.74,0.2,0.12
6012,21.36,1.12,1.12
6017,7.83,0.0,0.0
6025,-187.92,0.0,0.0
6033,14.76,0.16,0.29
6041,-0.4,0.0,0.0
6068,15.42,0.14,0.07
6076,-12.57,2.24,2.24
6084,0.69,0.02,0.02
6114,5.22,0.16,0.19
6149,2.15,0.65,0.61
6173,1.02,0.06,0.06
6181,2.88,0.11,0.14
6203,2.49,0.02,0.01
6211,-9.81,0.0,0.0
6238,6.93,0.06,0.06
6254,-31.79,0.0,0.0
6262,2.92,0.01,0.0
6297,-4.32,0.37,0.37
6351,23.3,0.03,0.03
6378,0.0,0.0,0.0
6399,74.73,3.91,5.29
6432,7.13,0.0,0.0
6459,5.71,0.15,0.15
6483,2.97,0.14,0.14
6491,7.69,0.04,0.02
6521,4.77,0.0,0.0
6548,-84.71,0.0,0.01
6556,11.72,0.01,0.0
6572,-7.96,0.01,0.02
6599,5.88,1.35,1.39
6602,8.32,0.42,0.51
6633,10.23,0.51,0.6
6637,-8.35,0.1,0.03
6645,26.94,0.53,0.83
6718,3.78,0.29,0.29
6742,3.72,2.11,1.51
6769,0.45,0.15,0.15
6807,-11.71,0.82,0.7
6815,9.92,0.33,0.32
6874,5.34,0.21,0.22
6888,8.66,1.01,1.03
6904,-6.19,0.44,0.41
6912,-5.93,0.0,0.0
6939,5.79,0.13,0.1
6947,214.97,6.67,6.76
6963,10.92,0.04,0.05
6971,11.26,0.13,0.1
6998,0.44,1.36,1.25
7003,4.17,0.02,0.03
7004,-7.9,0.14,0.01
7005,3.29,0.03,0.03
7006,3.49,0.02,0.02
7007,-16.58,0.0,0.0
7010,-6.26,0.07,0.08
7013,-0.4,0.15,0.17
7014,-12.99,0.01,0.01
7016,2.67,0.06,0.06
7017,-16.92,0.21,0.26
7018,-45.46,0.03,0.04
7020,-119.7,0.52,0.33
7022,14.96,0.0,0.0
7025,4.26,0.01,0.01
7028,-8.41,0.0,0.01
7029,6.91,0.04,0.06
7031,10.14,0.0,0.0
7033,3.59,0.1,0.11
7034,9.09,0.09,0.07
7035,10.21,0.02,0.02
7036,-0.97,0.02,0.02
7043,-1.06,0.0,0.0
7045,-35.45,0.12,0.15
7048,7.59,0.23,0.06
7050,8.63,0.25,0.26
7052,22.99,0.64,0.0
7053,-5.36,0.2,0.23
7054,-2.6,0.06,0.06
7055,5.0,1.27,1.37
7060,3.17,0.01,0.02
7062,1.22,0.23,0.25
7066,-22.48,0.33,0.47
7070,13.34,0.05,0.06
7071,6.29,0.42,0.15
7073,1.17,0.0,0.01
7076,5.65,0.17,0.13
7077,-4.06,0.2,0.2
7078,3.14,5.24,5.0
7079,-1.69,0.03,0.04
7080,-4.65,0.0,0.0
7081,8.19,0.01,0.0
7082,-16.44,0.19,0.05
7083,1.5,0.04,0.04
7084,11.63,0.3,0.3
7085,8.77,0.2,0.22
7086,-2.18,0.0,0.0
7087,20.64,0.0,0.0
7088,14.99,0.0,0.0
7089,18.6,0.03,0.01
7091,7.98,0.06,0.06
7094,-8.83,0.01,0.0
7095,8.29,0.0,0.0
7096,-0.55,0.0,0.0
7097,4.17,0.0,0.0
7099,2.58,0.01,0.01
7100,48.53,0.0,0.0
7103,6.33,0.0,0.01
7105,3.53,1.05,0.72
7106,11.53,0.09,0.05
7107,7.59,0.06,0.08
7108,-8.57,0.2,0.0
7113,14.84,0.34,0.54
7114,3.39,0.13,0.31
7115,3.92,0.48,0.5
7117,-2.36,0.49,0.51
7119,0.0,0.2,0.15
7120,-7.53,0.17,0.06
7121,-1.86,0.0,0.0
7123,-50.01,0.04,0.04
7126,3.54,0.2,0.26
7128,0.09,0.17,0.17
7129,8.07,0.01,0.0
7130,2.0,0.08,0.1
7131,12.88,0.0,0.0
7132,-7.98,0.07,0.11
7133,1.0,0.03,0.02
7134,4.93,0.05,0.05
7137,1.85,0.0,0.0
7139,-4.45,0.01,0.01
7140,6.14,0.0,0.0
7145,1.35,0.0,0.07
7146,-1.51,0.01,0.01
7148,10.94,0.27,0.27
7149,1.09,0.0,0.0
7152,12.66,0.05,0.03
7153,16.4,0.11,0.12
7154,1.69,0.14,0.14
7155,16.91,0.0,0.0
7157,-2.94,0.0,0.0
7158,-53.43,0.0,0.42
7160,20.95,0.01,0.01
7161,14.9,0.0,0.0
7162,6.37,0.05,0.0
7163,1.19,0.0,0.0
7164,-39.36,0.7,0.68
7165,-6.58,0.0,0.0
7167,11.99,0.0,0.01
7168,-34.18,0.23,0.23
7169,9.75,0.05,0.01
7170,0.0,0.0,0.0
7172,6.22,0.49,0.49
7173,3.87,0.01,0.01
7174,2.78,0.6,0.56
7176,2.41,0.22,0.22
7178,10.04,0.1,0.1
7179,12.79,0.0,0.0
7180,14.2,0.16,0.21
7181,49.84,0.0,0.0
7182,0.0,0.0,0.0
7183,-40.63,0.05,0.42
7184,-36.25,0.01,0.01
7186,-1.05,0.16,0.14
7187,2.97,0.01,0.01
7188,-9.06,0.04,0.06
7190,1.72,0.11,0.11
7191,0.17,0.02,0.28
7192,-81.29,1.01,0.75
7195,-47.67,0.0,0.0
7197,-9.92,0.58,0.58
7198,-1.87,0.07,0.09
7199,3.26,0.17,0.21
7200,-21.16,0.1,0.0
7201,2.41,0.01,0.01
7202,7.55,0.0,0.0
7203,5.51,0.0,0.04
7204,31.5,0.29,0.29
7205,12.72,0.0,0.0
7206,0.0,0.0,0.0
7207,4.84,0.01,0.05
7208,-5.71,0.17,0.21
7209,0.25,0.01,0.0
7210,4.71,0.22,0.2
7211,-9.85,0.01,0.03
7212,0.35,0.23,0.23
7214,8.62,0.01,0.0
7215,2.51,0.0,0.0
7216,7.24,0.03,0.04
7217,1.73,0.15,0.17
7218,0.13,0.0,0.01
7219,-20.73,0.16,0.22
7221,1.24,0.08,0.07
7222,0.44,0.02,0.03
7223,0.37,0.04,0.0
7225,4.28,0.01,0.02
7226,-5.42,0.0,0.0
7227,8.46,0.02,0.03
7228,5.0,0.1,0.11
7229,9.82,0.04,0.04
7230,2.36,0.07,0.01
7231,32.87,0.0,0.0
7232,2.58,0.03,0.03
7233,22.95,0.05,0.06
7234,-7.29,0.03,0.06
7235,8.5,0.06,0.06
7237,13.1,0.0,0.0
7239,-14.2,0.16,0.2
7240,-5.3,0.03,0.0
7241,-1.51,0.04,0.04
7243,-30.81,0.22,0.0
7245,-51.6,0.08,0.1
7246,1.33,0.23,0.24
7247,-3.16,0.32,0.38
7248,11.76,0.0,0.0
7249,18.2,0.21,0.21
7250,5.98,0.92,0.83
7251,-69.13,0.0,0.84
7252,20.13,0.19,0.2
7253,-2.49,0.01,0.0
7277,14.7,0.35,0.35
7285,-0.96,0.11,0.0
7293,6.17,0.97,0.97
7315,4.09,0.0,0.0
7323,7.96,0.0,0.0
7374,-1.86,0.22,0.19
7382,-4.55,0.12,0.03
7412,-11.18,0.0,0.0
7439,3.36,0.01,0.0
7498,-25.8,0.08,0.09
7501,-6.93,0.32,0.28
7528,1.4,0.12,0.14
7579,11.81,0.12,0.08
7595,8.15,0.19,0.24
7609,1.46,0.0,0.0
7617,-9.9,0.0,0.25
7668,15.45,0.01,0.0
7676,-0.21,0.02,0.02
7692,4.28,0.06,0.07
7722,3.2,0.03,0.0
7757,3.56,0.0,0.0
7765,0.4,0.88,0.86
7773,-4.18,0.15,0.2
7803,-21.21,0.02,0.06
7811,3.99,0.24,0.24
7854,14.45,0.04,0.0
7889,8.85,0.05,0.05
7935,-4.71,0.01,0.02
7943,-11.42,0.0,0.0
7986,-0.03,0.01,0.01
8044,-6.06,0.0,0.01
8052,-7.1,0.0,0.0
8079,20.91,0.15,0.08
8117,3.83,0.08,0.1
8125,13.3,0.04,0.1
8133,-37.53,0.05,0.02
8141,2.03,0.05,0.06
8176,21.54,0.17,0.16
8192,-0.3,0.03,0.03
8206,4.55,0.37,0.4
8273,8.91,0.07,0.07
8303,0.0,0.05,0.0
8311,6.1,0.1,0.1
8338,-56.22,0.03,0.01
8346,-31.43,0.11,0.38
8362,3.83,0.22,0.13
8397,-0.2,0.97,0.81
8419,4.44,0.0,0.0
8443,5.15,0.0,0.0
8478,-14.55,0.03,0.02
8486,1.65,0.0,0.0
8494,2.54,0.02,0.03
8524,7.29,0.4,0.43
8532,-51.23,0.0,0.0
8567,0.47,0.02,0.02
8583,2.26,0.09,0.09
8591,15.43,0.76,0.81
8605,10.93,0.03,0.05
8613,-18.11,0.2,0.49
8621,15.62,0.03,0.02
8648,-16.14,0.0,0.0
8664,1.74,0.72,0.72
8672,0.1,0.2,0.21
8702,-2.44,0.18,0.07
8745,-33.65,0.07,0.08
8761,2.66,0.09,0.12
8834,-20.72,0.47,0.25
8869,13.73,0.88,0.88
8877,6.32,2.26,2.34
8885,-14.4,0.22,0.22
8893,0.53,0.01,0.01
8907,4.39,0.02,0.03
8923,1.65,0.43,0.07
8931,1.56,0.0,0.01
8966,2.67,0.31,0.3
8982,1.26,0.16,0.15
9008,-12.35,0.04,0.07
9016,-2.66,0.01,0.02
9059,3.15,0.71,0.62
9075,0.26,0.02,0.02
9091,1.3,0.06,0.05
9113,-20.66,0.03,0.05
9121,3.94,0.12,0.13
9148,-0.49,0.0,0.0
9172,12.88,0.01,0.0
9199,6.35,0.0,0.0
9237,6.25,0.38,0.38
9261,6.13,0.19,0.26
9288,4.41,0.27,0.09
9296,17.33,1.79,1.76
9318,4.4,0.08,0.12
9326,4.14,0.12,0.0
9334,1.75,0.03,0.04
9342,-2.39,0.0,0.0
9369,7.15,0.07,0.0
9377,-11.08,0.0,0.0
9385,2.23,0.32,0.29
9393,-17.74,0.0,0.0
9407,6.84,0.28,0.28
9423,6.22,0.02,0.02
9431,-1.37,0.19,0.0
9466,14.99,0.0,0.0
9474,-230.43,0.0,0.0
9539,-0.78,0.0,0.0
9571,6.09,0.06,0.07
9598,8.12,0.07,0.06
9601,-84.07,0.18,0.2
9628,-1.4,0.0,0.0
9679,3.41,0.55,0.9
9687,35.48,0.03,0.0
9695,-5.26,0.39,0.43
9717,0.97,0.17,0.17
9776,-38.05,0.27,0.09
9792,48.55,1.35,1.35
9806,-92.07,0.0,0.0
9814,-10.39,0.03,0.11
9822,15.75,0.09,0.05
9873,4.51,0.07,0.03
9881,3.51,0.0,0.0
9938,1.66,0.0,0.0
9946,-11.08,0.11,0.03
9954,10.32,0.05,0.07
9962,1.72,0.04,0.05
9997,0.5,0.11,0.21
0007,3.11,0.02,0.02
0010,16.41,0.07,0.11
0012,9.13,0.04,0.04
0020,-14.98,0.02,0.02
0021,7.21,0.04,0.04
0024,1.13,0.13,0.06
0025,4.8,0.05,0.03
0026,17.46,0.02,0.0
0029,-4.59,4.22,4.25
0039,6.16,3.0,3.11
0043,-17.9,0.0,0.0
0045,0.0,0.0,0.0
0049,7.35,0.0,0.0
0050,0.77,0.11,0.12
0051,-37.32,0.04,0.0
0054,4.47,0.07,0.08
0058,2.98,0.0,0.0
0066,-9.72,0.02,0.0
0068,-51.73,0.01,0.19
0070,-12.58,0.0,0.0
0090,36.09,0.0,0.0
0095,-5.09,0.0,0.0
0096,-15.42,0.03,0.03
0097,17.78,0.09,0.09
0099,19.72,0.01,0.0
0102,-25.85,0.2,0.02
0104,7.76,0.1,0.13
0111,5.86,0.0,0.0
0116,-8.73,0.0,0.0
0117,1.89,2.2,0.18
0119,1.73,0.0,0.0
0122,-9.26,0.08,0.0
0123,-5.6,0.18,0.21
0126,3.57,0.02,0.15
0128,17.23,0.03,0.03
0129,-49.64,0.1,0.09
0131,-5.18,0.0,0.0
0132,-5.2,0.41,0.01
0133,-7.08,0.0,0.0
0140,-5.69,0.0,0.0
0145,-17.27,0.02,0.0
0148,-6.72,0.15,0.04
0149,5.87,0.0,0.0
0156,-9.49,0.0,0.0
0157,12.95,0.89,0.22
0158,17.32,0.01,0.0
0165,-5.52,0.07,0.01
0169,-14.64,0.0,0.0
0170,-1.38,0.36,0.29
0173,-9.73,0.0,0.0
0174,-70.91,0.22,0.26
0177,-9.3,0.23,0.14
0183,-0.34,0.01,0.0
0185,0.55,0.21,0.25
0188,9.61,0.03,0.03
0191,10.45,0.05,0.05
0205,9.51,0.0,0.0
0206,8.9,0.66,0.84
0209,30.71,0.02,0.19
2135,0.72,0.0,0.0
2593,-2.61,0.04,0.05
2658,12.54,0.0,0.0
4316,-7.83,0.84,0.86
4456,6.5,0.05,0.05
4588,9.2,0.47,0.52
4715,7.6,0.57,0.5
4758,4.78,0.21,0.16
5006,-10.36,0.02,0.03
5007,10.28,0.0,0.0
5011,-0.77,0.03,0.03
5015,3.12,0.01,0.0
5070,-13.21,0.74,0.47
5166,-6.68,1.14,0.11
5226,13.04,0.05,0.06
5249,3.56,0.55,0.54
5276,11.57,0.01,0.01
5878,10.9,1.4,1.4
6139,33.07,0.0,0.0
7047,4.96,0.01,0.03
7090,16.07,0.05,0.06
7189,23.72,0.2,0.35
7471,-3.22,0.17,0.12
