code,category,detail,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
7131,Property,EPS GR,  180.27%  ,  394.00%  ,  -133.56%  ,  -60.58%  ,"  1,675.00%  ",  -161.54%  ,  113.22%  ,"  -14,850.00%  ",  -98.97%  ,  -  
7131,Property,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7131,Property,Price,0.2500,0.3250,0.2500,0.3000,0.2500,0.7850,0.2400,0.3000,1.0400,1.2800
7131,Property,P/E,6.06,22.06,-49.88,20.04,6.61,0.00,61.46,-10.16,"5,200.00",65.79
7131,Property,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7120,Consumer,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
7120,Consumer,NP,"-1,586","-7,549","-13,883",507,"11,015","-2,084",818,"10,670","11,314","7,139"
7120,Consumer,Div,-,-,-,-,-,"32,061",-,"6,808","8,571","6,006"
7120,Consumer,Div Payout,- %,- %,- %,- %,- %,- %,- %,63.81 %,75.76 %,84.13 %
7120,Consumer,NOSH,"194,535","179,146","167,138","167,177","169,461","160,307","163,600","170,220","171,424","171,610"
7120,Consumer,NP Margin,-10.56 %,-20.75 %,-29.74 %,0.44 %,11.22 %,-2.45 %,0.41 %,3.39 %,4.13 %,3.69 %
7120,Consumer,ROE,-1.57 %,-8.10 %,-14.83 %,0.47 %,9.29 %,-2.17 %,0.61 %,7.37 %,7.86 %,5.07 %
7120,Consumer,EPS,-0.82,-4.40,-8.30,0.30,6.50,-1.30,0.50,6.20,6.60,4.16
7120,Consumer,EPS GR,  81.36%  ,  46.99%  ,"  -2,866.67%  ",  -95.38%  ,  600.00%  ,  -360.00%  ,  -91.94%  ,  -6.06%  ,  58.65%  ,  -  
7120,Consumer,DPS,0.00,0.00,0.00,0.00,0.00,20.00,0.00,4.00,5.00,3.50
7120,Consumer,Price,0.3400,0.4100,0.4750,0.6550,0.6750,0.5800,0.5650,0.6200,0.6000,0.7500
7120,Consumer,P/E,-41.70,-9.73,-5.72,215.98,10.38,-44.62,113.00,9.89,9.09,0.00
7120,Consumer,DY,0.00,0.00,0.00,0.00,0.00,34.48,0.00,6.45,8.33,4.67
1481,Consumer,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
1481,Consumer,NP,"74,944","-4,895",-664,"-2,438","-11,212","-4,643","-23,418",-978,"4,227","3,327"
1481,Consumer,Div,"2,322","2,322","1,693","1,669","1,658","1,410","2,567","2,502",-,-
1481,Consumer,Div Payout,3.10 %,- %,- %,- %,- %,- %,- %,- %,- %,- %
1481,Consumer,NOSH,"929,194","929,194","677,588","667,704","663,431","564,074","513,552","500,526","499,647","475,970"
1481,Consumer,NP Margin,29.52 %,-0.40 %,1.41 %,3.16 %,-2.67 %,-0.92 %,-9.48 %,2.56 %,3.10 %,2.92 %
1481,Consumer,ROE,15.57 %,-1.16 %,-0.15 %,-0.54 %,-2.55 %,-1.23 %,-5.30 %,-0.22 %,0.93 %,0.75 %
1481,Consumer,EPS,8.07,-0.54,-0.10,-0.37,-1.69,-0.82,-4.56,-0.19,0.85,0.70
1481,Consumer,EPS GR,"  1,594.44%  ",  -440.00%  ,  72.97%  ,  78.11%  ,  -106.10%  ,  82.02%  ,"  -2,300.00%  ",  -122.35%  ,  21.43%  ,  -  
1481,Consumer,DPS,0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.50,0.00,0.00
1481,Consumer,Price,0.1300,0.1100,0.1450,0.1100,0.1250,0.1450,0.1400,0.1500,0.1900,0.1900
1481,Consumer,P/E,1.61,-20.88,-147.97,-30.13,-7.40,-17.62,-3.07,-76.77,22.46,27.18
1481,Consumer,DY,1.92,2.27,1.72,2.27,2.00,1.72,3.57,3.33,0.00,0.00
5281,Construction,Year End,31/12/19,31/12/18,31/12/17,31/12/16, - ,,,,,
5281,Construction,NP,"10,825","10,618","18,463",0, - ,,,,,
5281,Construction,Div,"2,410","4,019",-,-, - ,,,,,
5281,Construction,Div Payout,22.26 %,37.85 %,- %,- %, -  %,,,,,
5281,Construction,NOSH,"401,691","401,923","402,079",-, - ,,,,,
5281,Construction,NP Margin,3.59 %,3.89 %,6.94 %,- %, -  %,,,,,
5281,Construction,ROE,5.61 %,5.87 %,10.68 %,- %, -  %,,,,,
5281,Construction,EPS,2.69,2.64,4.59,0.00, - ,,,,,
5281,Construction,EPS GR,  1.89%  ,  -42.48%  ,  0.00%  ,  -  ,  -  ,,,,,
5281,Construction,DPS,0.60,1.00,0.00,0.00, - ,,,,,
5281,Construction,Price,0.3850,0.3000,0.8550,0.0000, - ,,,,,
5281,Construction,P/E,14.29,11.36,18.62,0.00, - ,,,,,
5281,Construction,DY,1.56,3.33,0.00,0.00, - ,,,,,
9148,Industrial Products,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
9148,Industrial Products,NP,-143,"1,045","1,176","2,880","2,790","2,017","2,827","2,642","2,395","2,419"
9148,Industrial Products,Div,-,"1,528","2,293","2,293","2,293","2,294","2,681","2,695","2,710","3,971"
9148,Industrial Products,Div Payout,- %,146.31 %,195.02 %,79.63 %,82.19 %,113.74 %,94.85 %,102.04 %,113.18 %,164.18 %
9148,Industrial Products,NOSH,"19,112","19,112","19,112","19,112","19,109","19,118","19,153","19,256","19,361","36,104"
9148,Industrial Products,NP Margin,-0.63 %,4.11 %,4.72 %,10.61 %,10.72 %,8.20 %,11.36 %,11.28 %,10.39 %,9.65 %
9148,Industrial Products,ROE,-0.49 %,3.50 %,3.89 %,9.19 %,9.07 %,6.68 %,9.28 %,8.79 %,8.08 %,4.44 %
9148,Industrial Products,EPS,-0.75,5.47,6.15,15.07,14.60,10.55,14.76,13.72,12.37,6.70
9148,Industrial Products,EPS GR,  -113.71%  ,  -11.06%  ,  -59.19%  ,  3.22%  ,  38.39%  ,  -28.52%  ,  7.58%  ,  10.91%  ,  84.63%  ,  -  
9148,Industrial Products,DPS,0.00,8.00,12.00,12.00,12.00,12.00,14.00,14.00,14.00,11.00
9148,Industrial Products,Price,2.2800,1.9400,2.0200,2.2400,2.2800,2.1400,1.9400,1.4100,1.3000,1.4000
9148,Industrial Products,P/E,-304.72,35.48,32.83,14.86,15.62,20.28,13.14,10.28,10.51,20.90
9148,Industrial Products,DY,0.00,4.12,5.94,5.36,5.26,5.61,7.22,9.93,10.77,7.86
7191,Health Care,Year End,31/12/19,31/12/18,31/12/17,31/10/17,31/10/16,31/10/15,31/10/14,31/10/13,31/10/12,31/10/11
7191,Health Care,NP,"22,141","-25,569",0,140,684,"3,089","4,464","82,423","25,542","4,185"
7191,Health Care,Div,"10,695",-,-,-,-,-,-,-,-,-
7191,Health Care,Div Payout,48.30 %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7191,Health Care,NOSH,"152,786","152,786","152,786","152,786","152,786","152,786","153,003","152,776","152,808","152,763"
7191,Health Care,NP Margin,56.33 %,-42.59 %,- %,0.32 %,1.71 %,7.38 %,12.83 %,301.06 %,179.64 %,32.59 %
7191,Health Care,ROE,63.01 %,-46.49 %,- %,0.17 %,0.84 %,3.81 %,5.72 %,112.40 %,10.71 %,1.93 %
7191,Health Care,EPS,14.49,-16.74,0.00,0.09,0.45,2.02,2.92,53.95,16.72,2.74
7191,Health Care,EPS GR,  186.56%  ,  0.00%  ,  0.00%  ,  -80.00%  ,  -77.72%  ,  -30.82%  ,  -94.59%  ,  222.67%  ,  510.22%  ,  -  
7191,Health Care,DPS,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7191,Health Care,Price,0.6000,0.4350,0.6000,0.6550,0.7800,0.9700,0.9600,1.0000,1.9000,1.7200
7191,Health Care,P/E,4.14,-2.60,0.00,714.82,174.23,47.98,32.90,1.85,11.37,62.78
7191,Health Care,DY,11.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7146,Industrial Products,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
7146,Industrial Products,NP,-851,"-2,077","-1,247",814,"-3,120","-1,034",672,-766,"-3,793","-2,477"
7146,Industrial Products,Div,-,-,-,-,-,-,-,-,-,-
7146,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7146,Industrial Products,NOSH,"314,498","299,404","276,752","252,858","187,951","95,384","94,647","94,756","93,940","96,240"
7146,Industrial Products,NP Margin,-1.35 %,-3.39 %,-2.01 %,1.58 %,-7.34 %,-1.89 %,1.56 %,-1.54 %,-8.19 %,-4.99 %
7146,Industrial Products,ROE,-1.35 %,-3.85 %,-2.37 %,1.61 %,-9.76 %,-4.93 %,2.63 %,-2.99 %,-14.95 %,-8.88 %
7146,Industrial Products,EPS,-0.27,-0.69,-0.45,0.32,-1.66,-1.08,0.71,-0.81,-4.02,-2.67
7146,Industrial Products,EPS GR,  60.87%  ,  -53.33%  ,  -240.62%  ,  119.28%  ,  -53.70%  ,  -252.11%  ,  187.65%  ,  79.85%  ,  -50.56%  ,  -  
7146,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7146,Industrial Products,Price,0.1100,0.1100,0.1500,0.1450,0.1300,0.1400,0.2050,0.2200,0.3200,0.3100
7146,Industrial Products,P/E,-40.65,-15.86,-33.29,45.04,-7.83,-12.91,28.87,-27.21,-7.93,-12.04
7146,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6599,Consumer,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
6599,Consumer,NP,"109,292","105,123","105,007","90,892","133,407","212,706","230,962","212,825","195,353","165,301"
6599,Consumer,Div,"56,160","56,160","56,160","42,120","56,160","70,200","77,221","64,061","51,768","42,123"
6599,Consumer,Div Payout,51.39 %,53.42 %,53.48 %,46.34 %,42.10 %,33.00 %,33.43 %,30.10 %,26.50 %,25.48 %
6599,Consumer,NOSH,"1,404,000","1,404,000","1,404,000","1,404,000","1,404,000","1,404,000","351,006","351,022","350,975","351,032"
6599,Consumer,NP Margin,2.41 %,2.41 %,2.57 %,2.26 %,3.43 %,5.72 %,6.57 %,6.54 %,6.55 %,5.71 %
6599,Consumer,ROE,6.43 %,5.20 %,5.34 %,4.83 %,7.25 %,11.06 %,14.06 %,14.47 %,15.17 %,14.67 %
6599,Consumer,EPS,7.78,7.49,7.48,6.47,9.50,15.15,65.80,60.63,55.66,47.09
6599,Consumer,EPS GR,  3.87%  ,  0.13%  ,  15.61%  ,  -31.89%  ,  -37.29%  ,  -76.98%  ,  8.53%  ,  8.93%  ,  18.20%  ,  -  
6599,Consumer,DPS,4.00,4.00,4.00,3.00,4.00,5.00,22.00,18.25,14.75,12.00
6599,Consumer,Price,1.4200,1.4700,1.7600,2.5700,2.7300,3.1500,14.0000,14.1200,7.2400,6.0900
6599,Consumer,P/E,18.24,19.63,23.53,39.70,28.73,20.79,21.28,23.29,13.01,12.93
6599,Consumer,DY,2.82,2.72,2.27,1.17,1.47,1.59,1.57,1.29,2.04,1.97
5139,Finance,Year End,28/02/19,28/02/18,28/02/17,29/02/16,28/02/16,28/02/15,20/02/15,20/02/14,20/02/13,20/02/12
5139,Finance,NP,"354,624","300,057","265,027","228,222","228,222","215,726","207,369","175,352","134,126","95,607"
5139,Finance,Div,"118,429","102,058","90,720","91,046","91,046","84,429","40,634","66,673","46,299","36,001"
5139,Finance,Div Payout,33.40 %,34.01 %,34.23 %,39.89 %,39.89 %,39.14 %,19.60 %,38.02 %,34.52 %,37.66 %
5139,Finance,NOSH,"265,536","248,137","144,000","153,148","153,148","144,086","149,670","144,002","130,422","120,003"
5139,Finance,NP Margin,25.96 %,24.29 %,24.05 %,23.64 %,23.64 %,24.75 %,24.32 %,26.06 %,28.71 %,27.77 %
5139,Finance,ROE,22.33 %,18.98 %,27.76 %,27.34 %,27.34 %,30.86 %,29.88 %,32.13 %,34.51 %,28.05 %
5139,Finance,EPS,133.55,143.01,174.55,149.02,149.02,145.64,139.83,121.77,102.84,79.67
5139,Finance,EPS GR,  -6.61%  ,  -18.07%  ,  17.13%  ,  0.00%  ,  2.32%  ,  4.16%  ,  14.83%  ,  18.41%  ,  29.08%  ,  -  
5139,Finance,DPS,44.60,41.13,63.00,59.45,59.45,57.00,27.40,46.30,35.50,30.00
5139,Finance,Price,16.5400,13.3000,15.7000,11.9200,11.7200,13.3000,12.9800,14.7000,11.3400,6.3300
5139,Finance,P/E,12.38,11.00,8.53,8.00,7.86,0.00,9.28,12.07,11.03,7.95
5139,Finance,DY,2.70,3.09,4.01,4.99,5.07,0.00,2.11,3.15,3.13,4.74
5185,Finance,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
5185,Finance,NP,"487,766","503,086","417,855","464,131","369,269","592,677","650,021","628,942","507,995","488,625"
5185,Finance,Div,"138,847","97,158","43,271","161,653","155,241","291,442","224,196","224,195","179,345","134,483"
5185,Finance,Div Payout,28.47 %,19.31 %,10.36 %,34.83 %,42.04 %,49.17 %,34.49 %,35.65 %,35.30 %,27.52 %
5185,Finance,NOSH,"1,983,542","1,943,167","1,849,194","1,942,948","1,942,948","1,942,948","1,494,644","1,494,633","1,494,542","1,494,266"
5185,Finance,NP Margin,26.72 %,27.46 %,27.20 %,35.04 %,21.20 %,32.89 %,42.60 %,21.16 %,19.13 %,21.50 %
5185,Finance,ROE,5.23 %,5.80 %,5.30 %,6.94 %,4.46 %,7.48 %,10.19 %,10.42 %,9.09 %,9.40 %
5185,Finance,EPS,24.59,25.89,24.00,27.50,19.01,34.52,43.49,42.08,33.99,32.70
5185,Finance,EPS GR,  -5.02%  ,  7.87%  ,  -12.73%  ,  44.66%  ,  -44.93%  ,  -20.63%  ,  3.35%  ,  23.80%  ,  3.94%  ,  -  
5185,Finance,DPS,7.00,5.00,2.34,8.32,7.99,15.00,15.00,15.00,12.00,9.00
5185,Finance,Price,1.9000,2.2300,2.3100,2.3900,2.3400,2.9000,4.1500,3.4400,3.0800,3.0900
5185,Finance,P/E,7.73,8.61,10.22,10.01,12.31,9.51,9.54,8.17,9.06,9.45
5185,Finance,DY,3.68,2.24,1.01,3.48,3.41,5.17,3.61,4.36,3.90,2.91
7145,Construction,Year End,30/06/19,30/06/18,30/06/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
7145,Construction,NP,"3,011","5,515",0,"4,333","1,874","4,642","4,545","3,802","3,311","2,268"
7145,Construction,Div,-,-,-,-,-,-,-,-,-,-
7145,Construction,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7145,Construction,NOSH,"350,977","348,652","316,957","316,957","317,796","317,687","126,822","126,701","126,858","126,449"
7145,Construction,NP Margin,3.04 %,3.55 %,- %,2.42 %,0.99 %,2.02 %,0.94 %,1.53 %,1.60 %,1.18 %
7145,Construction,ROE,1.56 %,2.82 %,- %,2.32 %,1.03 %,2.66 %,3.41 %,2.97 %,2.66 %,1.89 %
7145,Construction,EPS,0.86,1.58,0.00,1.37,0.59,3.09,3.59,3.00,2.61,1.79
7145,Construction,EPS GR,  -45.57%  ,  0.00%  ,  0.00%  ,  132.20%  ,  -80.91%  ,  -13.93%  ,  19.67%  ,  14.94%  ,  45.81%  ,  -  
7145,Construction,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7145,Construction,Price,0.1400,0.1300,0.1700,0.1000,0.1400,0.1400,0.2950,0.2000,0.2300,0.2500
7145,Construction,P/E,16.32,8.22,0.00,7.31,23.74,9.58,8.23,6.66,8.81,13.94
7145,Construction,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7315,Consumer,Year End,30/09/19,30/09/18,31/03/18,31/03/17,31/03/16,31/03/15,30/06/14,30/06/13,30/06/12,30/06/11
7315,Consumer,NP,"-3,529",0,"1,226",548,"1,829","1,126",805,"-9,200","-2,872",793
7315,Consumer,Div,-,-,-,-,-,-,-,-,-,-
7315,Consumer,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7315,Consumer,NOSH,"176,039","167,473","167,473","160,036","159,912","141,250","53,311","48,121","48,174","48,060"
7315,Consumer,NP Margin,-15.33 %,- %,6.96 %,4.39 %,10.98 %,8.13 %,5.98 %,-73.77 %,-16.51 %,3.73 %
7315,Consumer,ROE,-12.15 %,- %,3.30 %,1.84 %,6.28 %,4.66 %,13.65 %,-233.15 %,-21.68 %,4.93 %
7315,Consumer,EPS,-2.00,0.00,0.73,0.34,1.14,0.70,1.51,-19.11,-5.97,1.65
7315,Consumer,EPS GR,  0.00%  ,  0.00%  ,  114.71%  ,  -70.18%  ,  62.86%  ,  -53.64%  ,  107.90%  ,  -220.10%  ,  -461.82%  ,  -  
7315,Consumer,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7315,Consumer,Price,0.1200,0.1750,0.1950,0.1900,0.2000,0.2100,0.2250,0.1400,0.1500,0.1400
7315,Consumer,P/E,-5.99,0.00,26.64,55.49,17.49,26.34,14.90,-0.73,-2.52,8.48
7315,Consumer,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7078,Construction,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
7078,Construction,NP,"14,665","28,234","27,209","22,877","13,508","5,526","18,679","11,860","-61,630","20,704"
7078,Construction,Div,"5,980","7,973","9,662","9,673",-,-,-,-,-,"9,674"
7078,Construction,Div Payout,40.78 %,28.24 %,35.51 %,42.28 %,- %,- %,- %,- %,- %,46.73 %
7078,Construction,NOSH,"598,098","531,548","483,122","483,657","407,371","277,512","276,923","276,628","276,668","276,421"
7078,Construction,NP Margin,0.73 %,2.69 %,2.05 %,3.02 %,1.85 %,0.91 %,2.76 %,2.36 %,-14.25 %,4.66 %
7078,Construction,ROE,3.18 %,6.18 %,7.44 %,6.73 %,4.86 %,2.56 %,8.99 %,6.20 %,-33.97 %,9.10 %
7078,Construction,EPS,2.74,5.46,5.62,4.73,3.32,2.00,6.75,4.28,-22.27,7.49
7078,Construction,EPS GR,  -49.82%  ,  -2.85%  ,  18.82%  ,  42.47%  ,  66.00%  ,  -70.37%  ,  57.71%  ,  119.22%  ,  -397.33%  ,  -  
7078,Construction,DPS,1.00,1.50,2.00,2.00,0.00,0.00,0.00,0.00,-,3.50
7078,Construction,Price,0.3050,0.9550,0.6350,0.6350,0.6750,0.9150,0.6800,0.6700,1.1000,0.8900
7078,Construction,P/E,12.44,17.98,11.28,13.42,20.36,45.95,10.08,15.63,-4.94,11.88
7078,Construction,DY,3.28,1.57,3.15,3.15,0.00,0.00,0.00,0.00,0.00,3.93
5099,Consumer,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
5099,Consumer,NP,"-303,722","1,979,972","1,639,649","1,621,659","541,194","82,836","362,124","789,608","555,324","1,066,877"
5099,Consumer,Div,-,"401,036",-,-,-,-,-,"500,199","138,952",-
5099,Consumer,Div Payout,- %,20.25 %,- %,- %,- %,- %,- %,63.35 %,25.02 %,- %
5099,Consumer,NOSH,"3,341,974","3,341,974","3,341,974","2,782,974","2,788,463","2,761,200","2,779,167","2,778,886","2,779,049","2,763,930"
5099,Consumer,NP Margin,-2.30 %,16.14 %,16.40 %,23.64 %,8.59 %,1.53 %,7.08 %,15.96 %,12.35 %,26.72 %
5099,Consumer,ROE,-6.83 %,31.85 %,25.69 %,24.48 %,12.13 %,1.83 %,7.24 %,16.24 %,13.78 %,29.47 %
5099,Consumer,EPS,-9.10,59.20,49.10,58.30,19.40,3.00,13.00,28.40,20.00,38.60
5099,Consumer,EPS GR,  -115.37%  ,  20.57%  ,  -15.78%  ,  200.52%  ,  546.67%  ,  -76.92%  ,  -54.23%  ,  42.00%  ,  -48.19%  ,  -  
5099,Consumer,DPS,0.00,12.00,0.00,0.00,0.00,0.00,0.00,18.00,5.00,0.00
5099,Consumer,Price,1.7000,2.9700,3.3500,2.2900,1.2900,2.7200,2.2000,2.7400,3.7700,2.5300
5099,Consumer,P/E,-18.71,5.01,6.83,3.93,6.65,90.67,16.88,9.64,18.87,6.55
5099,Consumer,DY,0.00,4.04,0.00,0.00,0.00,0.00,0.00,6.57,1.33,0.00
