code,nYear,ROI,ROI avg,ROI std,ROE avg,ROE std,EPS GR avg,EPS GR std,NPM avg,NPM std,P/E,P/E mid,P/E avg,P/E std,EPS,EPS avg,EPS std,DPS,DPS avg,DPS std,DPayout avg,DPayout std,DY avg,DY std,price,nMerge,nSplit,Annual,category,current_price,52w low,52w high,market cap,NTA,name
5053,10,19.08,20.03,17.75,11.27,9.84,161.0,501.84,98.03,119.45,5.24,16.23,9.33,8.15,19.84,28.21,25.87,5.0,7.6,4.83,30.97,15.68,5.29,2.92,1.04,0,0,2019-12-31,Property,0.68,0.64,1.05,"1,424.8M",2.41,OSK HOLDINGS BERHAD
5065,10,17.12,14.02,2.25,6.45,1.54,16.91,36.54,3.24,0.73,5.84,8.29,7.36,1.41,17.81,11.87,4.33,3.0,1.35,1.36,10.34,11.21,1.32,1.36,1.04,0,0,2019-12-31,Industrial Products & Services,0.82,0.7,1.42,61.7M,2.36,ORNAPAPER BERHAD
1163,10,17.12,16.54,3.1,11.1,1.44,9.93,11.91,6.67,0.93,5.84,6.32,6.27,1.22,203.87,155.24,35.69,65.0,15.52,19.48,9.0,9.7,1.29,1.17,16.28,0,0,2019-12-31,Financial Services,12.02,11.5,17.02,"2,126.2M",20.77,ALLIANZ MALAYSIA BERHAD
3379,10,16.35,18.18,6.33,7.28,3.46,57.93,137.5,31.05,15.94,6.12,12.8,7.0,5.18,12.35,13.67,7.04,2.0,0.83,0.62,6.14,5.46,1.09,0.93,0.755,0,0,2019-06-30,Financial Services,0.45,0.35,0.92,312.0M,2.68,INSAS BERHAD
5191,10,15.59,17.0,1.98,31.75,41.72,-5.67,36.31,30.0,12.98,6.42,3.82,5.37,1.93,11.22,26.22,24.55,3.9,5.59,3.07,33.5,18.89,5.85,3.65,0.72,0,0,2019-12-31,Property,0.4,0.36,0.825,173.4M,1.48,TAMBUN INDAH LAND BERHAD
7252,10,15.52,11.72,7.27,14.81,8.93,352.47,860.46,7.04,3.96,6.44,66.25,27.78,42.36,20.02,10.93,7.03,6.0,2.95,2.84,19.96,12.03,2.53,2.09,1.29,0,0,2019-12-31,Consumer Products & Services,0.725,0.65,1.43,217.5M,1.04,TEO SENG CAPITAL BERHAD
5236,6,15.29,16.39,2.39,25.46,8.09,-10.35,18.67,15.65,13.01,6.54,6.33,6.17,1.04,28.91,42.33,13.52,12.75,13.13,6.29,35.33,15.9,5.65,2.58,1.89,0,0,2019-03-31,Property,1.45,1.24,2.0,"1,193.1M",1.91,MATRIX CONCEPTS HOLDINGS BERHAD
7152,10,15.12,10.48,4.21,8.98,4.36,44.98,111.82,5.27,1.83,6.61,18.18,12.06,7.01,14.67,9.13,5.08,10.0,6.0,3.15,70.47,16.95,6.93,2.36,0.97,0,0,2019-07-31,Consumer Products & Services,0.78,0.68,1.22,107.1M,1.2,JAYCORP BERHAD
4898,10,14.38,10.16,5.48,4.77,2.35,548.89,1630.92,16.61,6.98,6.95,8.41,9.28,4.72,8.56,6.18,3.09,0.01,0.0,0.0,0.01,0.04,0.0,0.01,0.595,0,0,2019-12-31,Financial Services,0.37,0.335,0.69,633.4M,1.48,TA ENTERPRISE BERHAD
5184,10,14.16,10.44,1.88,15.24,3.69,4.52,14.21,16.97,3.74,7.06,9.52,9.87,1.64,19.82,19.73,3.63,0.0,1.66,2.13,9.31,11.56,0.9,1.1,1.4,0,0,2019-10-31,Industrial Products & Services,0.69,0.605,1.72,322.5M,1.66,CYPARK RESOURCES BERHAD
3204,10,14.15,10.13,2.53,17.97,8.21,8.89,25.39,13.4,4.58,7.07,12.18,10.56,2.89,15.3,12.98,4.14,7.0,6.68,1.86,52.25,6.41,4.85,1.39,1.08,0,0,2019-01-31,Construction,0.53,0.43,1.38,298.5M,0.9178,GEORGE KENT (MALAYSIA) BERHAD
5152,10,14.0,12.17,4.89,11.59,4.44,20.48,46.3,12.38,5.36,7.15,11.22,9.75,4.11,19.26,11.26,4.66,4.5,4.3,2.38,43.91,28.56,4.68,2.52,1.38,0,0,2019-12-31,Industrial Products & Services,1.02,0.92,1.49,109.6M,1.38,MUAR BAN LEE GROUP BERHAD
5171,10,13.75,13.12,2.73,14.27,4.43,1.76,21.63,5.93,1.51,7.27,9.09,8.01,1.91,17.42,19.59,3.52,3.3,4.43,1.22,22.39,3.45,2.97,0.78,1.25,0,0,2019-12-31,Construction,0.55,0.515,1.49,186.9M,2.1202,KIMLUN CORPORATION BERHAD
7229,10,13.35,14.9,3.63,15.35,3.99,10.86,24.11,10.73,1.9,7.49,7.27,7.1,1.66,36.58,32.01,7.24,15.0,11.3,3.63,35.2,8.69,5.01,0.82,2.73,0,0,2019-12-31,Industrial Products & Services,1.84,1.72,3.02,412.1M,3.19,FAVELLE FAVCO BERHAD
5159,10,13.24,15.01,4.61,13.5,2.93,-0.01,12.37,11.3,0.94,7.55,6.98,7.26,2.0,14.28,13.19,1.6,4.5,3.9,1.77,28.67,11.43,3.98,1.98,1.08,0,0,2019-06-30,Consumer Products & Services,0.525,0.5,1.21,84.0M,1.44,YOONG ONN CORPORATION BERHAD
7162,10,13.18,17.25,8.34,10.82,3.28,0.45,35.83,5.91,1.2,7.58,9.54,7.36,3.72,8.71,14.55,6.09,0.0,0.4,0.65,4.44,8.27,0.48,0.85,0.66,0,0,2019-07-31,Industrial Products & Services,0.435,0.37,0.76,119.2M,1.44,ASTINO BERHAD
1171,10,13.18,12.19,4.63,18.67,13.14,4.85,39.01,20.3,9.01,7.59,15.86,10.38,6.17,10.97,20.88,13.31,0.0,6.98,9.51,32.31,30.31,3.63,4.11,0.83,0,0,2019-12-31,Financial Services,0.53,0.46,1.01,"3,558.1M",1.3144,MALAYSIA BUILDING SOCIETY BERHAD
5147,10,13.16,10.79,4.2,12.39,5.38,15.24,89.07,2.29,0.87,7.6,17.34,11.41,6.5,8.75,8.29,3.08,4.0,2.01,2.2,20.41,21.47,2.28,2.37,0.665,0,0,2019-12-31,Industrial Products & Services,0.41,0.35,0.765,111.5M,0.57,SAMCHEM HOLDINGS BERHAD
5185,10,12.94,10.73,1.28,7.43,2.1,0.03,22.98,27.49,7.07,7.73,10.02,9.46,1.21,24.59,30.78,7.58,7.0,9.67,4.22,30.62,9.67,3.38,1.08,1.9,0,0,2019-12-31,Financial Services,1.37,1.25,2.25,"2,720.8M",4.7,AFFIN BANK BERHAD
7214,10,12.91,15.83,3.0,11.64,1.91,1.96,26.43,2.28,0.61,7.75,6.42,6.53,1.17,6.58,9.32,2.46,2.5,1.88,1.27,20.48,13.98,2.95,2.01,0.51,0,0,2019-07-31,Industrial Products & Services,0.35,0.28,0.565,59.5M,0.81,A-RANK BERHAD
6491,10,12.8,12.67,4.5,9.92,4.22,4.46,33.84,17.77,5.2,7.81,11.24,9.12,3.76,21.25,21.6,6.28,9.0,8.05,1.19,42.9,20.96,4.63,0.68,1.66,0,0,2019-03-31,Industrial Products & Services,1.04,0.995,1.8,293.5M,2.86,KUMPULAN FIMA BERHAD
3514,10,12.79,11.47,1.58,11.06,2.71,3.49,19.9,10.64,1.56,7.82,9.15,8.89,1.26,1.47,1.65,0.27,0.3,0.78,0.71,43.32,36.33,5.24,4.63,0.115,0,0,2019-12-31,Consumer Products & Services,0.085,0.085,0.13,89.6M,0.19,MARCO HOLDINGS BERHAD
8591,10,12.76,21.25,14.5,7.52,4.15,28.72,80.16,7.89,6.17,7.84,9.62,7.18,4.51,11.6,18.11,10.8,3.5,4.15,0.49,30.87,15.9,5.02,2.17,0.915,0,0,2019-12-31,Construction,0.61,0.555,1.21,107.9M,3.02,CREST BUILDER HOLDINGS BERHAD
7169,10,12.56,13.45,3.74,9.73,1.7,10.67,39.41,3.98,0.73,7.96,10.26,8.15,2.82,15.82,13.36,3.13,7.0,5.2,1.25,40.09,8.68,5.36,1.98,1.26,0,0,2019-03-31,Industrial Products & Services,1.13,0.965,1.3,186.7M,1.69,DOMINANT ENTERPRISE BERHAD
5021,10,12.54,67.86,168.24,9.42,6.83,75.56,226.32,5.5,8.29,7.97,7.02,7.82,4.69,4.14,23.18,51.73,1.0,1.0,0.87,26.7,19.15,3.02,2.3,0.33,0,0,2019-03-31,Industrial Products & Services,0.14,0.115,0.35,53.3M,0.69,AYS VENTURES BERHAD
8907,10,12.3,14.71,13.9,5.88,5.78,111.63,368.3,1.32,1.27,8.13,17.17,12.04,9.01,4.86,8.37,9.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0,0,2019-06-30,Industrial Products & Services,0.255,0.195,0.5,70.1M,1.33,EG INDUSTRIES BERHAD
6114,10,11.95,11.37,2.48,9.22,4.54,11.32,47.29,11.94,3.07,8.37,10.4,9.26,2.27,14.1,21.23,8.47,3.5,5.55,2.57,29.22,13.28,2.99,1.26,1.18,0,0,2019-09-30,Property,0.885,0.81,1.86,519.1M,2.84,MKH BERHAD
5230,9,11.93,7.77,2.7,21.04,24.94,-15.21,29.14,18.04,15.5,8.38,10.69,11.17,7.15,6.74,15.81,18.61,3.0,2.68,2.02,34.04,27.12,2.73,2.16,0.565,0,0,2019-12-31,Financial Services,0.26,0.2,0.765,195.5M,0.74,TUNE PROTECT GROUP BERHAD
0186,5,11.89,11.69,2.71,14.0,2.36,-1.67,16.43,14.07,14.24,8.41,6.1,7.22,4.07,2.79,2.66,0.38,1.0,0.73,0.22,27.69,8.09,2.76,1.53,0.235,0,0,2019-12-31,Consumer Products & Services,0.14,0.125,0.27,199.2M,0.2324,PERAK TRANSIT BERHAD
5208,10,11.78,11.26,2.91,14.2,4.3,3.49,23.33,7.67,1.13,8.49,7.56,7.64,4.51,16.02,12.83,2.58,6.0,5.62,3.89,42.57,24.59,3.12,1.8,1.36,0,0,2019-09-30,Industrial Products & Services,1.1,1.03,1.6,143.0M,1.38,EITA RESOURCES BERHAD
5160,10,11.61,15.35,6.16,21.95,7.44,-0.29,27.43,16.3,2.24,8.61,7.72,7.51,2.58,7.37,8.45,1.88,3.0,3.79,1.02,44.6,5.65,6.76,2.55,0.635,0,0,2019-08-31,Consumer Products & Services,0.42,0.355,0.75,126.0M,0.55,HOMERITZ CORPORATION BERHAD
8273,10,11.6,17.92,6.16,8.23,1.15,10.02,31.86,8.48,1.91,8.62,5.78,6.1,1.64,12.53,10.71,2.5,0.25,0.28,0.75,3.51,9.87,0.68,1.97,1.08,0,0,2019-12-31,Industrial Products & Services,0.4,0.325,1.4,75.4M,1.31,PUBLIC PACKAGES HOLDINGS BHD
7034,10,11.52,14.16,4.54,10.14,2.27,14.43,42.81,5.08,1.41,8.68,8.3,7.8,2.43,38.83,30.94,9.91,9.0,7.9,1.81,26.68,5.57,3.71,1.13,3.37,0,0,2019-12-31,Industrial Products & Services,2.39,1.95,4.32,443.8M,3.13,THONG GUAN INDUSTRIES BERHAD
7029,10,11.49,12.95,4.93,6.65,3.41,39.89,99.93,4.65,1.9,8.7,11.15,9.02,3.77,28.73,9.15,6.99,2.0,1.0,0.74,11.38,9.1,1.56,1.26,2.5,0,0,2019-12-31,Industrial Products & Services,0.74,0.605,3.2,40.4M,1.94,MASTER-PACK GROUP BERHAD
5162,10,11.48,16.3,6.77,13.39,3.65,-3.21,14.2,1.88,0.34,8.71,6.01,6.91,1.91,16.5,17.82,3.97,5.5,6.55,1.81,37.07,8.24,5.82,1.94,1.44,0,0,2019-12-31,Technology,0.835,0.7,1.67,150.3M,1.71,VSTECS BERHAD
3913,9,11.25,2.47,3.45,1.69,1.92,167.19,285.71,17.4,13.8,8.89,248.7,151.44,161.21,2.31,0.55,0.75,0.0,0.11,0.31,208.33,551.2,0.85,2.42,0.205,0,0,2019-06-30,Property,0.18,0.145,0.255,137.5M,0.3728,MUI PROPERTIES BERHAD
5100,10,10.97,9.68,3.25,9.66,2.47,8.77,43.93,5.68,1.52,9.12,11.14,11.41,3.3,11.3,8.53,2.41,6.0,5.5,1.5,67.83,20.28,6.11,1.24,1.03,0,0,2019-12-31,Industrial Products & Services,0.73,0.61,1.13,137.0M,1.02,BP PLASTICS HOLDING BHD
1015,10,10.97,8.78,1.28,11.01,2.55,5.4,17.95,18.31,2.41,9.12,11.82,11.64,1.75,50.03,48.13,8.68,20.0,19.01,4.58,39.07,3.36,3.45,0.65,4.56,0,0,2019-03-31,Financial Services,3.03,2.82,4.59,"9,133.0M",6.08,AMMB HOLDINGS BERHAD
6017,10,10.88,10.38,2.2,8.3,3.42,15.89,42.9,29.98,11.74,9.19,12.14,10.21,2.78,26.12,23.43,11.4,8.0,7.3,6.48,23.4,20.82,2.74,2.41,2.4,0,0,2019-03-31,Property,1.86,1.8,2.81,450.3M,3.29,SHL CONSOLIDATED BHD
1066,10,10.71,9.94,1.05,12.48,4.75,6.9,34.32,19.48,2.68,9.34,11.04,10.19,1.22,61.91,61.09,17.14,31.0,19.1,7.07,34.22,15.31,2.98,1.12,5.78,0,0,2019-12-31,Financial Services,4.97,4.23,6.07,"19,929.9M",6.43,RHB BANK BERHAD
6718,10,10.7,14.75,5.61,8.4,4.84,31.83,84.9,23.01,11.55,9.34,13.02,8.45,4.91,13.38,26.86,16.36,6.0,9.5,3.98,41.82,13.97,5.56,1.82,1.25,0,0,2019-01-31,Property,0.81,0.8,1.44,227.2M,3.22,CRESCENDO CORPORATION BERHAD
6645,10,10.62,6.68,1.64,26.35,3.19,11.41,18.6,36.1,6.96,9.41,17.06,15.86,3.82,44.72,29.5,10.3,25.0,20.5,3.77,74.46,16.22,4.76,0.64,4.21,0,0,2019-03-31,Transportation & Logistics,3.5,3.3,5.0,"1,859.7M",2.07,LINGKARAN TRANS KOTA HOLDINGS BERHAD
7035,10,10.21,9.42,3.39,9.21,3.44,2.13,41.73,3.8,1.13,9.79,12.58,12.04,4.21,5.34,7.55,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0,0,2019-12-31,Consumer Products & Services,0.335,0.3,0.655,211.3M,0.44,CCK CONSOLIDATED HOLDINGS BERHAD
5258,10,10.14,9.56,2.44,14.32,1.94,8.15,13.4,18.93,1.0,9.86,11.99,11.1,2.7,44.75,32.01,8.22,16.0,11.29,6.38,32.81,15.54,2.92,1.47,4.4,0,0,2019-12-31,Financial Services,2.9,2.79,4.75,"5,198.7M",3.34,BIMB HOLDINGS BERHAD
7033,10,10.09,11.32,4.66,5.56,2.24,23.38,71.88,19.61,9.93,9.91,11.0,10.44,4.1,9.59,11.45,5.02,3.5,2.9,1.32,26.9,13.51,2.82,1.25,0.95,0,0,2019-10-31,Industrial Products & Services,1.0,0.95,1.32,40.6M,2.579,KUMPULAN H & L HIGH-TECH BERHAD
5200,8,10.01,12.79,2.52,12.63,3.25,-8.91,38.25,39.14,18.93,9.99,8.0,8.12,1.53,21.07,27.3,6.67,14.0,13.88,1.05,52.93,9.7,6.65,0.35,2.03,0,0,2019-12-31,Property,1.44,1.4,2.42,"2,832.7M",2.58,UOA DEVELOPMENT BHD
6203,9,9.89,9.61,5.03,4.23,0.95,-6.17,13.97,3.44,1.56,10.11,10.46,9.65,5.57,5.84,5.23,2.09,0.0,0.11,0.31,3.32,8.77,0.14,0.4,0.59,0,0,2018-12-31,Consumer Products & Services,0.235,0.165,0.66,26.9M,0.66,KHEE SAN BERHAD
7129,10,9.62,9.38,1.48,13.32,4.09,-5.08,20.84,16.96,2.76,10.4,11.92,10.97,1.96,24.53,35.66,7.99,14.0,19.13,4.37,54.09,6.93,4.84,0.96,2.55,0,0,2019-03-31,Consumer Products & Services,1.35,1.3,2.6,262.9M,3.152,ASIA FILE CORPORATION BHD
5248,7,9.53,7.09,1.65,39.48,11.54,30.34,59.87,6.27,4.49,10.5,10.36,12.79,6.21,22.86,15.13,5.07,21.25,11.44,6.62,70.94,37.57,4.68,2.79,2.4,0,0,2019-04-30,Consumer Products & Services,1.0,0.935,2.78,"1,163.5M",0.4118,BERMAZ AUTO BERHAD
5908,10,9.46,12.4,5.37,15.25,9.94,16.82,54.28,1.23,0.82,10.57,10.84,9.79,4.18,24.79,38.53,25.48,10.0,9.75,4.91,29.42,14.28,3.03,0.84,2.62,0,0,2019-12-31,Consumer Products & Services,1.78,1.75,2.99,280.6M,3.9344,DKSH HOLDINGS (MALAYSIA) BERHAD
5219,8,9.46,9.05,4.44,24.48,10.23,-1.34,38.14,11.04,7.01,10.57,9.77,9.74,6.9,10.5,22.3,11.21,0.0,3.5,4.82,13.18,18.53,1.18,2.07,1.11,0,0,2019-06-30,Industrial Products & Services,0.815,0.6,1.53,622.9M,0.7684,PESTECH INTERNATIONAL BERHAD
7579,10,9.31,10.9,3.94,11.19,3.75,10.25,39.12,8.43,2.23,10.74,9.79,10.13,2.84,7.08,4.95,2.35,1.5,1.0,0.95,23.13,28.11,2.14,2.59,0.735,0,0,2019-06-30,Industrial Products & Services,0.245,0.195,0.795,73.2M,0.688,AWC BERHAD
0168,9,9.28,6.82,2.09,23.33,8.55,1.01,24.23,10.92,3.91,10.78,12.27,14.3,6.77,5.15,6.9,2.38,2.0,1.61,0.99,24.99,14.98,1.79,1.26,0.555,0,0,2019-03-31,Industrial Products & Services,0.355,0.3,0.79,183.2M,0.41,BOILERMECH HOLDINGS BERHAD
3301,10,9.23,10.78,3.88,15.63,4.33,18.84,73.01,12.47,4.1,10.83,18.06,11.29,6.69,104.2,67.16,23.76,50.0,32.45,11.61,53.65,28.88,4.88,0.9,11.28,0,0,2019-06-30,Consumer Products & Services,7.02,6.04,11.6,"2,301.9M",5.48,HONG LEONG INDUSTRIES BERHAD
9199,10,9.16,10.58,1.42,10.41,2.66,4.94,29.63,17.33,4.18,10.92,9.8,9.63,1.31,22.07,29.39,8.16,5.0,7.51,4.7,25.78,16.59,2.75,1.86,2.41,0,0,2019-12-31,Industrial Products & Services,2.4,2.11,2.7,99.8M,3.71,LYSAGHT GALVANIZED STEEL BERHAD
3883,10,9.15,10.79,5.18,4.92,2.23,27.9,89.07,3.52,1.35,10.93,15.05,12.42,7.05,12.9,12.82,6.11,4.0,3.17,4.96,18.9,28.87,3.04,5.6,1.41,0,0,2019-12-31,Industrial Products & Services,0.955,0.835,1.9,291.3M,3.47,MUDA HOLDINGS BERHAD
1082,10,9.05,9.62,1.17,13.34,3.94,11.09,31.86,51.05,4.41,11.05,10.48,10.55,1.26,167.8,141.26,25.91,42.0,34.6,6.34,24.8,3.65,2.36,0.21,18.54,0,0,2019-06-30,Financial Services,12.4,9.75,19.48,"14,229.2M",17.43,HONG LEONG FINANCIAL GROUP BERHAD
1023,10,8.99,7.84,1.22,11.34,3.46,1.59,18.62,27.61,4.99,11.12,13.59,13.07,2.04,46.98,48.97,8.88,26.0,22.03,4.16,45.19,5.83,3.57,0.76,5.15,0,0,2019-12-31,Financial Services,3.64,3.09,5.45,"36,119.6M",5.6674,CIMB GROUP HOLDINGS BERHAD
6181,10,8.91,17.01,8.79,7.24,3.09,15.82,79.64,9.24,4.44,11.23,6.96,7.2,2.75,4.99,11.06,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0,0,2019-06-30,Property,0.305,0.235,0.695,161.1M,1.75,MALTON BERHAD
5143,10,8.89,11.18,3.12,19.98,12.64,-4.32,37.03,4.79,0.78,11.24,10.54,9.65,2.67,4.27,10.02,5.31,2.25,6.15,2.37,68.81,27.61,5.98,1.56,0.48,0,0,2019-12-31,Industrial Products & Services,0.39,0.33,0.6,349.4M,0.34,LUXCHEM CORPORATION BERHAD
5211,10,8.79,13.54,7.35,14.34,6.49,10.96,73.15,17.02,7.41,11.38,7.56,8.64,2.58,14.61,31.97,23.46,9.1,9.14,9.93,34.56,27.22,3.68,3.24,1.8,0,0,2019-12-31,Industrial Products & Services,1.43,1.25,1.87,"7,055.5M",1.7,SUNWAY BERHAD
3174,10,8.7,15.38,7.06,10.72,5.35,8.44,75.26,50.69,36.0,11.5,15.42,8.95,6.5,1.31,5.94,3.8,0.01,0.36,0.71,11.78,23.3,1.49,2.98,0.15,0,0,2019-03-31,Property,0.065,0.05,0.165,193.3M,0.3618,LAND & GENERAL BERHAD
5249,6,8.7,10.22,2.22,5.9,1.77,-12.39,12.16,22.95,21.51,11.49,10.52,10.25,2.2,12.01,20.9,6.34,3.0,6.0,1.73,29.04,4.11,2.97,0.41,1.38,0,0,2019-06-30,Property,0.89,0.825,1.43,"4,900.5M",3.43,IOI PROPERTIES GROUP BERHAD
2224,10,8.68,13.41,4.61,6.55,2.12,13.33,39.69,17.46,8.9,11.52,8.58,8.33,2.72,5.73,11.3,4.54,2.0,2.34,0.45,23.29,6.91,2.84,0.26,0.66,0,0,2019-03-31,Property,0.34,0.325,0.715,144.9M,2.0089,SELANGOR DREDGING BERHAD
4006,10,8.63,7.59,2.69,5.72,1.24,7.74,31.85,8.34,2.31,11.59,18.02,15.33,6.59,56.51,48.72,14.48,40.0,17.3,12.45,32.84,16.89,2.62,2.0,6.55,0,0,2019-12-31,Consumer Products & Services,4.8,4.5,6.87,"2,977.9M",10.7469,ORIENTAL HOLDINGS BERHAD
2194,10,8.51,8.42,7.1,6.38,5.05,38.49,101.69,11.46,8.87,11.75,21.4,19.02,11.32,8.4,16.86,14.43,0.0,1.2,1.85,9.52,16.02,0.44,0.68,0.985,0,0,2019-12-31,Transportation & Logistics,0.49,0.46,1.25,"1,492.1M",3.04,MMC CORPORATION BERHAD
5158,9,8.51,7.67,4.75,4.4,1.49,44.53,138.61,15.57,9.11,11.75,16.47,12.91,8.52,2.17,2.07,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0,0,2019-12-31,Property,0.195,0.18,0.28,"1,037.7M",0.59,TA GLOBAL BERHAD
2488,10,8.49,7.97,0.57,11.51,1.7,6.53,12.73,35.31,4.41,11.78,13.2,12.62,0.97,34.7,32.1,4.9,16.7,15.07,5.98,45.58,13.2,3.65,1.18,4.09,0,0,2019-03-31,Financial Services,1.68,1.48,4.2,"2,600.8M",3.82,ALLIANCE BANK MALAYSIA BERHAD
8117,10,8.46,17.33,19.65,7.81,6.68,92.51,222.57,23.52,22.58,11.82,22.53,12.73,11.06,3.72,6.06,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0,0,2019-02-28,Industrial Products & Services,0.2,0.2,0.475,32.0M,1.0541,POLY GLASS FIBRE (M) BERHAD
1155,10,8.44,7.49,1.39,11.64,2.35,12.84,34.43,18.53,2.02,11.85,20.13,14.24,4.83,73.45,67.75,12.86,64.0,55.35,10.48,82.59,9.94,6.17,1.22,8.64,0,0,2019-12-31,Financial Services,7.51,7.0,9.44,"84,422.6M",7.2563,MALAYAN BANKING BERHAD
5436,10,8.41,10.25,3.65,13.53,5.68,2.15,40.29,5.84,1.96,11.89,10.29,10.7,2.8,41.31,46.16,16.25,10.0,35.35,9.02,85.51,35.91,8.22,2.9,4.91,0,0,2019-03-31,Industrial Products & Services,3.18,2.82,5.0,315.8M,3.96,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD
5127,10,8.37,11.66,5.23,8.8,3.59,28.02,114.06,89.06,44.15,11.95,14.04,10.63,5.27,6.19,10.27,4.17,6.2,6.58,0.65,77.6,38.48,7.46,0.71,0.74,0,0,2019-12-31,Real Estate Investment Trusts,0.54,0.5,0.865,309.5M,1.3378,AMANAHRAYA REAL ESTATE INVESTMENT TRUST
7811,10,8.32,13.81,6.33,10.88,6.88,10.19,57.64,3.67,1.8,12.03,12.5,9.19,4.85,5.82,13.08,7.66,2.0,7.48,7.32,53.57,27.9,7.33,6.53,0.7,0,0,2019-01-31,Industrial Products & Services,0.3,0.2,0.815,21.8M,1.44,SAPURA INDUSTRIAL BERHAD
7232,10,8.31,9.63,3.87,3.77,1.46,17.1,52.65,4.81,2.52,12.04,14.24,12.27,5.07,2.57,2.98,1.39,2.5,0.25,0.75,9.73,29.18,0.81,2.42,0.31,0,0,2019-03-31,Industrial Products & Services,0.185,0.17,0.35,25.4M,1.0307,RESINTECH BERHAD
7205,10,8.24,6.51,1.79,12.46,3.14,10.0,20.19,11.24,2.75,12.13,21.75,16.92,6.08,16.23,13.44,2.93,10.0,9.72,6.58,71.13,43.17,4.66,3.15,1.97,0,0,2019-12-31,Consumer Products & Services,1.46,1.39,2.22,334.0M,1.09,COCOALAND HOLDINGS BERHAD
