code,detail,TTM,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
0178,NP Margin,-26.38,-143.94,16.05,-35.30,5.74,-14.97,21.22,56.35,—,—,—
0178,ROE,-23.95,-40.52,8.60,-14.76,4.55,-5.58,5.99,30.34,—,—,—
0178,Revenue GR,514.62,-46.18,25.53,-54.78,91.25,63.98,-24.20,—,—,—,—
0178,Revenue GR 3Y avg,—,-32.65,2.78,12.35,33.46,—,—,—,—,—,—
0178,Revenue GR 5Y avg,—,-0.85,6.18,—,—,—,—,—,—,—,—
0178,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0178,NP GR,—,—,—,—,-37.67,—,—,—,—,—,—
0178,NP GR 3Y avg,—,—,-17.41,—,—,—,—,—,—,—,—
0178,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0178,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0178,EPS GR,-290.41,—,—,—,—,—,-90.00,—,—,—,—
0178,EPS GR 3Y avg,—,—,—,—,-58.02,—,—,—,—,—,—
0178,EPS GR 5Y avg,—,—,-36.65,—,—,—,—,—,—,—,—
0178,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0178,OCF GR,—,—,—,—,—,—,-49.04,—,—,—,—
0178,FCF GR,—,—,—,—,—,—,-92.27,—,—,—,—
0178,D/E,0.11,0.03,0.03,0.04,0.02,0.02,0.02,—,—,—,—
0178,Price,0.1550,0.1450,0.2000,0.1000,0.3250,0.2900,0.4350,0.0000,0.0,0.0,0.0
0179,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
0179,Revenue,55,36,64,70,56,47,30,27,25,—,—
0179,NP,-34,-41,8,12,8,8,7,6,6,—,—
0179,EPS,-0.03,-0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,—,—
0179,DPS,—,—,—,—,—,—,—,—,—,—,—
0179,Div Payout,—,—,—,16.3,—,5.3,—,—,—,—,—
0179,Shares,"1,039",977,862,950,936,666,606,492,384,—,—
0179,BVPS,0.14,0.15,0.19,0.17,0.16,0.14,0.12,—,—,—,—
0179,OCF,-9,-8,16,10,20,1,3,6,5,—,—
0179,FCF,-22,-20,-9,-15,-8,-13,-12,-5,-9,—,—
0179,NP Margin,-62.41,-112.85,13.06,16.53,14.07,18.01,22.87,23.72,25.62,—,—
0179,ROE,-21.22,-25.21,5.15,7.91,6.74,9.59,10.19,12.51,12.99,—,—
0179,Revenue GR,279.41,-42.73,-9.16,25.35,18.66,58.55,9.61,10.36,—,—,—
0179,Revenue GR 3Y avg,—,-13.28,10.55,33.11,27.29,24.24,—,—,—,—,—
0179,Revenue GR 5Y avg,—,4.17,18.62,23.33,—,—,—,—,—,—,—
0179,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0179,NP GR,—,—,-0.69,19.46,6.93,10.48,—,—,—,—,—
0179,NP GR 3Y avg,—,—,5.27,12.98,—,—,—,—,—,—,—
0179,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0179,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0179,EPS GR,-118.74,—,-20.49,45.24,-34.38,11.40,-12.43,-20.27,—,—,—
0179,EPS GR 3Y avg,—,—,-8.83,2.02,-13.81,-8.03,—,—,—,—,—
0179,EPS GR 5Y avg,—,—,-5.86,-5.81,—,—,—,—,—,—,—
0179,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0179,OCF GR,—,—,58.59,-49.16,—,-43.27,-53.15,8.23,—,—,—
0179,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0179,D/E,0.05,0.05,0.06,0.03,0.02,0.03,0.01,0.05,0.06,—,—
0179,Price,0.2300,0.2800,0.1850,0.2100,0.2500,0.2050,0.3150,0.0000,0.0000,0.0,0.0
0180,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06
0180,Revenue,664,640,625,459,429,341,141,—,—,—,—
0180,NP,4,3,11,-8,1,2,4,—,—,—,—
0180,EPS,0.01,0.01,0.02,-0.02,—,—,0.01,—,—,—,—
0180,DPS,—,—,—,—,—,—,—,—,—,—,—
0180,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0180,Shares,647,527,670,670,670,613,385,—,—,—,—
0180,BVPS,0.18,0.17,0.21,0.16,0.17,—,—,—,—,—,—
0180,OCF,74,23,4,-25,-33,-48,23,—,—,—,—
0180,FCF,72,22,1,-29,-39,-50,22,—,—,—,—
0180,NP Margin,0.64,0.52,1.79,-1.77,0.26,0.54,2.55,—,—,—,—
0180,ROE,3.66,3.39,15.87,-10.94,1.42,3.62,9.83,—,—,—,—
0180,Revenue GR,8.11,2.47,36.09,7.15,25.63,142.33,—,—,—,—,—
0180,Revenue GR 3Y avg,—,14.33,22.36,48.31,—,—,—,—,—,—,—
0180,Revenue GR 5Y avg,—,35.39,—,—,—,—,—,—,—,—,—
0180,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0180,NP GR,—,43.64,82.00,—,—,—,—,—,—,—,—
0180,NP GR 3Y avg,—,-1.63,—,—,—,—,—,—,—,—,—
0180,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0180,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0180,EPS GR,25.00,-62.28,—,—,-43.33,-67.74,—,—,—,—,—
0180,EPS GR 3Y avg,—,54.75,77.23,—,—,—,—,—,—,—,—
0180,EPS GR 5Y avg,—,-7.49,—,—,—,—,—,—,—,—,—
0180,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0180,OCF GR,—,444.84,—,—,—,—,—,—,—,—,—
0180,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0180,D/E,0.17,0.19,0.24,0.35,0.22,0.16,0.20,—,—,—,—
0180,Price,0.1650,0.1950,0.1550,0.1300,0.2600,0.3050,0.0000,0.0,0.0,0.0,0.0
0181,Year End,TTM,2020-09,2019-09,2018-09,2017-09,2016-09,2015-09,2014-09,2013-09,2012-09,2011-09
0181,Revenue,40,19,29,37,40,22,33,—,—,—,—
0181,NP,5,-4,-3,5,8,-3,9,—,—,—,—
0181,EPS,0.01,-0.01,-0.01,0.01,0.01,—,0.02,—,—,—,—
0181,DPS,—,—,—,—,—,—,—,—,—,—,—
0181,Div Payout,—,—,133.3,—,—,—,—,—,—,—,—
0181,Shares,581,552,549,549,549,549,443,—,—,—,—
0181,BVPS,0.17,0.12,0.14,0.14,0.13,0.12,—,—,—,—,—
0181,OCF,-3,-1,-5,2,-4,-8,8,—,—,—,—
0181,FCF,-16,-15,-15,—,-6,-10,6,—,—,—,—
0181,NP Margin,12.07,-18.70,-11.15,14.33,18.85,-12.44,27.82,—,—,—,—
0181,ROE,5.47,-4.11,-4.22,6.99,10.90,-4.09,13.29,—,—,—,—
0181,Revenue GR,493.52,-33.00,-21.98,-7.76,82.26,-32.55,—,—,—,—,—
0181,Revenue GR 3Y avg,—,-21.58,9.46,4.28,—,—,—,—,—,—,—
0181,Revenue GR 5Y avg,—,-9.93,—,—,—,—,—,—,—,—,—
0181,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0181,NP GR,—,—,—,-16.41,—,—,—,—,—,—,—
0181,NP GR 3Y avg,—,—,—,—,—,—,—,—,—,—,—
0181,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0181,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0181,EPS GR,-170.59,—,—,-29.51,—,—,—,—,—,—,—
0181,EPS GR 3Y avg,—,—,—,-22.05,—,—,—,—,—,—,—
0181,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0181,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0181,OCF GR,—,—,—,—,—,—,—,—,—,—,—
0181,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0181,D/E,0.17,0.13,0.06,0.02,0.03,—,—,—,—,—,—
0181,Price,0.8050,0.6250,0.2700,0.3550,0.6050,0.2600,0.4950,0.0000,0.0,0.0,0.0
0182,Year End,TTM,2020-04,2019-04,2018-04,2017-04,2016-04,2015-04,2014-04,2013-04,2012-04,2011-04
0182,Revenue,62,55,37,30,34,37,39,—,—,—,—
0182,NP,3,4,-2,-1,4,3,6,—,—,—,—
0182,EPS,0.01,0.01,-0.01,—,0.01,0.01,0.02,—,—,—,—
0182,DPS,—,—,—,—,—,—,—,—,—,—,—
0182,Div Payout,—,—,—,250.0,—,—,—,—,—,—,—
0182,Shares,435,429,429,429,425,316,316,—,—,—,—
0182,BVPS,0.21,0.13,0.14,0.14,0.14,—,—,—,—,—,—
0182,OCF,-5,-7,1,-2,3,7,7,—,—,—,—
0182,FCF,-14,-9,—,-9,-4,6,—,—,—,—,—
0182,NP Margin,5.52,7.82,-6.72,-3.70,13.21,8.81,15.27,—,—,—,—
0182,ROE,3.91,7.37,-4.35,-1.85,9.44,9.85,19.04,—,—,—,—
0182,Revenue GR,-13.97,47.80,25.12,-12.32,-8.76,-4.84,—,—,—,—,—
0182,Revenue GR 3Y avg,—,17.48,0.03,-8.69,—,—,—,—,—,—,—
0182,Revenue GR 5Y avg,—,7.08,—,—,—,—,—,—,—,—,—
0182,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0182,NP GR,—,-1.36,—,—,—,—,—,—,—,—,—
0182,NP GR 3Y avg,—,-6.34,—,—,—,—,—,—,—,—,—
0182,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0182,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0182,EPS GR,-92.86,—,—,—,0.96,-44.97,—,—,—,—,—
0182,EPS GR 3Y avg,—,-1.61,—,—,—,—,—,—,—,—,—
0182,EPS GR 5Y avg,—,-11.95,—,—,—,—,—,—,—,—,—
0182,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0182,OCF GR,—,—,—,—,-61.71,-5.21,—,—,—,—,—
0182,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0182,D/E,0.06,0.08,0.10,0.11,0.13,0.24,0.27,—,—,—,—
0182,Price,0.8200,0.3550,0.1150,0.1500,0.2700,0.0000,0.0000,0.0,0.0,0.0,0.0
0185,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
0185,Revenue,172,170,148,190,146,139,122,—,—,—,—
0185,NP,11,11,1,-103,15,14,10,—,—,—,—
0185,EPS,0.02,0.02,—,-0.22,0.04,0.05,0.04,—,—,—,—
0185,DPS,—,—,—,0.01,0.01,—,—,—,—,—,—
0185,Div Payout,—,—,—,13.4,11.9,—,—,—,—,—,—
0185,Shares,496,496,496,465,347,291,263,—,—,—,—
0185,BVPS,0.46,0.45,0.43,0.67,0.26,—,—,—,—,—,—
0185,OCF,22,20,12,9,7,3,5,—,—,—,—
0185,FCF,22,19,12,8,6,2,3,—,—,—,—
0185,NP Margin,6.14,6.38,0.80,-54.21,10.32,10.08,8.34,—,—,—,—
0185,ROE,4.76,4.94,0.55,-68.08,17.90,24.45,28.20,—,—,—,—
0185,Revenue GR,4.40,14.51,-21.75,30.24,4.79,14.40,—,—,—,—,—
0185,Revenue GR 3Y avg,—,5.28,2.22,16.01,—,—,—,—,—,—,—
0185,Revenue GR 5Y avg,—,6.95,—,—,—,—,—,—,—,—,—
0185,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0185,NP GR,—,-10.31,-56.13,—,—,—,—,—,—,—,—
0185,NP GR 3Y avg,—,1.36,—,—,—,—,—,—,—,—,—
0185,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0185,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0185,EPS GR,-13.04,812.50,—,—,-5.23,25.19,—,—,—,—,—
0185,EPS GR 3Y avg,—,-21.73,-63.21,—,—,—,—,—,—,—,—
0185,EPS GR 5Y avg,—,-10.67,—,—,—,—,—,—,—,—,—
0185,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0185,OCF GR,—,66.42,27.53,31.94,147.62,-40.74,—,—,—,—,—
0185,FCF GR,—,65.37,37.95,30.61,226.32,-39.33,—,—,—,—,—
0185,D/E,0.21,0.22,0.25,0.32,0.01,0.01,0.03,—,—,—,—
0185,Price,0.5750,0.6550,0.8450,0.8600,1.4800,0.3950,0.0000,0.0,0.0,0.0,0.0
0191,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
0191,Revenue,44,42,69,47,52,51,40,34,—,—,—
0191,NP,-4,-5,2,5,5,6,6,4,—,—,—
0191,EPS,-0.02,-0.03,0.01,0.03,0.04,0.04,0.03,0.02,—,—,—
0191,DPS,—,—,0.01,0.01,—,—,—,—,—,—,—
0191,Div Payout,—,—,31.5,32.9,—,—,—,—,—,—,—
0191,Shares,179,179,179,155,122,179,179,179,—,—,—
0191,BVPS,0.24,0.26,0.27,0.25,0.24,—,—,—,—,—,—
0191,OCF,2,—,1,1,—,1,3,3,—,—,—
0191,FCF,2,—,-2,-1,-1,1,2,3,—,—,—
0191,NP Margin,-10.07,-10.70,3.52,10.01,10.01,12.61,14.57,11.96,—,—,—
0191,ROE,-9.68,-9.86,5.10,10.45,13.14,25.29,49.63,45.73,—,—,—
0191,Revenue GR,14.38,-38.78,45.99,-9.85,2.93,28.42,16.22,—,—,—,—
0191,Revenue GR 3Y avg,—,-6.95,10.65,6.02,15.39,—,—,—,—,—,—
0191,Revenue GR 5Y avg,—,1.27,15.12,—,—,—,—,—,—,—,—
0191,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0191,NP GR,—,—,-27.71,-6.46,8.72,—,—,—,—,—,—
0191,NP GR 3Y avg,—,—,-9.88,—,—,—,—,—,—,—,—
0191,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0191,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0191,EPS GR,-133.33,—,-55.74,-2.47,-12.79,11.11,41.57,—,—,—,—
0191,EPS GR 3Y avg,—,—,-27.79,-1.87,11.11,—,—,—,—,—,—
0191,EPS GR 5Y avg,—,—,-9.95,—,—,—,—,—,—,—,—
0191,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0191,OCF GR,—,-98.81,132.61,91.72,-74.32,-50.51,-15.14,—,—,—,—
0191,FCF GR,—,—,—,—,—,-65.79,-21.82,—,—,—,—
0191,D/E,0.13,0.13,0.11,0.05,0.05,0.05,0.15,0.32,—,—,—
0191,Price,0.2450,0.2600,0.2300,0.2200,0.6500,0.0000,0.0,0.0,0.0,0.0,0.0
0195,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06
0195,Revenue,48,45,55,57,55,46,39,32,—,—,—
0195,NP,2,3,5,9,10,7,5,3,—,—,—
0195,EPS,0.01,0.01,0.02,0.04,0.06,0.04,0.03,0.02,—,—,—
0195,DPS,—,—,0.01,0.01,—,—,—,—,—,—,—
0195,Div Payout,—,—,16.0,—,—,—,—,—,—,—,—
0195,Shares,272,262,260,217,260,260,260,260,—,—,—
0195,BVPS,0.31,0.30,0.29,0.26,—,—,—,—,—,—,—
0195,OCF,4,8,—,5,7,3,—,13,—,—,—
0195,FCF,-9,-4,-4,3,7,2,-1,12,—,—,—
0195,NP Margin,4.57,6.43,8.91,15.84,18.39,15.44,11.99,10.60,—,—,—
0195,ROE,2.62,3.81,6.70,13.67,25.45,46.41,41.15,36.93,—,—,—
0195,Revenue GR,-0.59,-16.83,-4.50,5.03,17.41,17.75,23.94,—,—,—,—
0195,Revenue GR 3Y avg,—,-5.86,5.60,13.24,19.66,—,—,—,—,—,—
0195,Revenue GR 5Y avg,—,2.90,11.44,—,—,—,—,—,—,—,—
0195,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0195,NP GR,—,-33.67,-12.07,24.24,43.80,—,—,—,—,—,—
0195,NP GR 3Y avg,—,-9.16,7.65,—,—,—,—,—,—,—,—
0195,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0195,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0195,EPS GR,-540.00,-40.11,-55.26,8.39,-6.37,51.54,40.27,—,—,—,—
0195,EPS GR 3Y avg,—,-33.78,-23.14,15.43,25.79,—,—,—,—,—,—
0195,EPS GR 5Y avg,—,-16.25,-0.71,—,—,—,—,—,—,—,—
0195,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0195,OCF GR,—,—,-91.61,-34.98,145.49,—,-98.53,—,—,—,—
0195,FCF GR,—,—,—,-50.47,160.46,—,—,—,—,—,—
0195,D/E,0.22,0.25,0.10,0.11,0.12,0.48,0.58,0.58,—,—,—
0195,Price,0.4050,0.3750,0.3150,0.4150,0.0000, - ,0.0,0.0,0.0,0.0,0.0
0196,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
0196,Revenue,168,155,161,193,191,137,128,105,—,—,—
0196,NP,13,9,3,14,15,9,7,5,—,—,—
0196,EPS,0.02,0.01,—,0.02,0.02,1.56,0.01,0.01,—,—,—
0196,DPS,—,—,—,—,—,—,—,—,—,—,—
0196,Div Payout,—,—,59.7,—,—,—,—,—,—,—,—
0196,Shares,834,771,758,732,607,758,758,758,—,—,—
0196,BVPS,0.15,0.11,0.11,0.11,—,—,—,—,—,—,—
0196,OCF,15,5,8,11,17,7,4,10,—,—,—
0196,FCF,-13,1,3,5,14,5,3,7,—,—,—
0196,NP Margin,7.80,5.58,2.05,7.29,7.87,6.89,5.54,4.96,—,—,—
0196,ROE,12.15,8.39,3.74,20.95,38.97,36.03,38.09,34.07,—,—,—
0196,Revenue GR,32.28,-3.81,-16.43,1.13,39.08,7.25,21.46,—,—,—,—
0196,Revenue GR 3Y avg,—,-6.67,5.54,14.69,21.91,—,—,—,—,—,—
0196,Revenue GR 5Y avg,—,3.93,8.90,—,—,—,—,—,—,—,—
0196,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0196,NP GR,—,-16.78,-29.56,25.64,42.17,—,—,—,—,—,—
0196,NP GR 3Y avg,—,4.07,-8.76,—,—,—,—,—,—,—,—
0196,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0196,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0196,EPS GR,151.52,154.55,-77.08,-99.23,—,6.67,35.69,—,—,—,—
0196,EPS GR 3Y avg,—,-83.47,-29.35,17.97,560.17,—,—,—,—,—,—
0196,EPS GR 5Y avg,—,-0.86,-12.58,—,—,—,—,—,—,—,—
0196,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0196,OCF GR,—,-34.79,-29.95,-32.88,151.62,60.79,-55.99,—,—,—,—
0196,FCF GR,—,-61.02,-36.66,-67.98,202.51,38.14,-51.27,—,—,—,—
0196,D/E,0.16,0.17,0.05,0.01,0.03,0.10,0.26,0.51,—,—,—
0196,Price,0.5000,0.2950,0.2300,0.2150,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0
0200,Year End,TTM,2020-06,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06
0200,Revenue,92,78,58,35,27,26,14,—,—,—,—
0200,NP,11,8,9,7,7,5,2,—,—,—,—
0200,EPS,0.02,0.02,0.03,0.02,0.03,0.01,0.01,—,—,—,—
0200,DPS,—,—,—,—,—,—,—,—,—,—,—
0200,Div Payout,—,—,—,—,—,—,—,—,—,—,—
0200,Shares,400,316,225,371,279,371,371,—,—,—,—
0200,BVPS,0.31,0.16,0.13,—,—,—,—,—,—,—,—
0200,OCF,21,22,2,13,9,10,1,—,—,—,—
0200,FCF,5,8,-8,6,-2,6,-1,—,—,—,—
0200,NP Margin,11.43,9.95,14.78,19.16,26.30,17.54,14.71,—,—,—,—
0200,ROE,10.28,12.70,21.66,33.69,48.62,46.38,28.31,—,—,—,—
0200,Revenue GR,87.44,33.69,63.96,33.32,3.11,78.83,—,—,—,—,—
0200,Revenue GR 3Y avg,—,42.97,31.11,34.96,—,—,—,—,—,—,—
0200,Revenue GR 5Y avg,—,40.05,—,—,—,—,—,—,—,—,—
0200,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0200,NP GR,—,3.41,23.83,47.39,—,—,—,—,—,—,—
0200,NP GR 3Y avg,—,29.53,—,—,—,—,—,—,—,—,—
0200,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0200,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0200,EPS GR,417.65,7.02,24.99,-2.86,54.19,113.68,—,—,—,—,—
0200,EPS GR 3Y avg,—,9.12,23.24,47.37,—,—,—,—,—,—,—
0200,EPS GR 5Y avg,—,33.75,—,—,—,—,—,—,—,—,—
0200,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0200,OCF GR,—,822.55,-82.06,44.52,-7.78,—,—,—,—,—,—
0200,FCF GR,—,—,—,—,—,—,—,—,—,—,—
0200,D/E,0.04,0.09,0.11,0.30,0.44,0.96,1.58,—,—,—,—
0200,Price,1.8400,1.1800,1.4200,0.0000,0.0000, - ,0.0,0.0,0.0,0.0,0.0
0202,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
0202,Revenue,91,76,82,62,81,77,66,—,—,—,—
0202,NP,4,2,6,3,7,9,6,—,—,—,—
0202,EPS,0.01,—,0.01,0.01,0.02,0.02,0.01,—,—,—,—
0202,DPS,—,—,—,—,—,—,—,—,—,—,—
0202,Div Payout,—,30.3,—,—,—,—,—,—,—,—,—
0202,Shares,525,525,525,454,397,525,525,—,—,—,—
0202,BVPS,0.13,0.12,0.12,0.11,—,—,—,—,—,—,—
0202,OCF,3,12,8,4,6,2,9,—,—,—,—
0202,FCF,1,10,6,4,6,-2,5,—,—,—,—
0202,NP Margin,3.99,2.10,6.83,4.85,8.80,12.32,9.56,—,—,—,—
0202,ROE,5.55,2.48,9.15,5.19,17.74,45.27,34.30,—,—,—,—
0202,Revenue GR,106.72,-7.11,32.46,-23.40,5.12,15.73,—,—,—,—,—
0202,Revenue GR 3Y avg,—,-1.96,2.17,-2.33,—,—,—,—,—,—,—
0202,Revenue GR 5Y avg,—,2.77,—,—,—,—,—,—,—,—,—
0202,Revenue GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0202,NP GR,—,-39.17,-16.08,-22.11,—,—,—,—,—,—,—
0202,NP GR 3Y avg,—,-24.08,—,—,—,—,—,—,—,—,—
0202,NP GR 5Y avg,—,—,—,—,—,—,—,—,—,—,—
0202,NP GR 10Y avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0202,EPS GR,—,-71.96,62.12,-51.25,-24.92,49.25,—,—,—,—,—
0202,EPS GR 3Y avg,—,-39.49,-15.97,-18.25,—,—,—,—,—,—,—
0202,EPS GR 5Y avg,—,-24.32,—,—,—,—,—,—,—,—,—
0202,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—,—
0202,OCF GR,—,48.71,75.78,-26.80,234.14,-79.30,—,—,—,—,—
0202,FCF GR,—,69.80,62.79,-35.94,—,—,—,—,—,—,—
0202,D/E,—,—,0.02,0.03,0.16,0.41,0.28,—,—,—,—
0202,Price,0.3650,0.3600,0.3150,0.2400,0.0000, - ,0.0,0.0,0.0,0.0,0.0
0203,Year End,TTM,2020-12,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12
0203,Revenue,28,27,31,31,45,25,17,—,—,—,—
0203,NP,-4,-5,2,1,6,4,3,—,—,—,—
0203,EPS,-0.01,-0.01,—,—,0.02,0.01,0.01,—,—,—,—
0203,DPS,—,—,—,—,—,—,—,—,—,—,—
