code,nYear,ROI,ROI avg,ROI std,ROE avg,ROE std,EPS GR avg,EPS GR std,NPM avg,NPM std,P/E,P/E mid,P/E avg,P/E std,EPS,EPS avg,EPS std,DPS,DPS avg,DPS std,DPayout avg,DPayout std,DY avg,DY std,price,nMerge,nSplit,Annual,category,current_price,52w low,52w high,market cap,NTA,name
5053,10,19.15,19.16,17.98,11.33,9.83,156.46,503.3,96.24,120.52,5.22,16.23,9.77,8.04,16.66,27.96,25.96,5.0,7.85,4.75,32.77,15.94,5.26,2.92,0.87,0,0,2018-12-31,Property,1.04,0.835,1.05,"2,179.1M",2.37,OSK HOLDINGS BERHAD
7029,10,18.32,13.88,5.42,6.07,2.28,23.4,89.76,4.6,1.83,5.46,11.15,8.63,3.98,10.54,7.04,2.52,1.5,0.8,0.71,10.68,9.66,1.48,1.33,0.575,0,0,2018-12-31,Industrial Products & Services,2.6,0.575,2.72,142.0M,1.88,MASTER-PACK GROUP BERHAD
5127,10,17.29,11.65,5.23,9.04,3.38,34.7,110.83,92.0,41.49,5.79,14.04,10.64,5.27,14.17,10.36,4.08,6.1,6.67,0.66,77.6,38.48,7.45,0.7,0.82,0,0,2018-12-31,Real Estate Investment Trusts,0.73,0.725,0.865,418.4M,1.3402,AMANAHRAYA REAL ESTATE INVESTMENT TRUST
9296,10,17.15,17.56,12.72,12.99,7.84,133.0,290.68,28.97,11.88,5.83,53.08,18.66,29.58,28.02,12.14,10.18,9.0,4.22,4.13,136.76,191.75,9.05,13.4,1.63,1,0,2019-03-31,Financial Services,1.66,1.44,1.81,614.0M,1.8,RCE CAPITAL BERHAD
3379,10,16.35,18.18,6.33,7.28,3.46,57.93,137.5,31.05,15.94,6.12,12.8,7.0,5.18,12.35,13.67,7.04,2.0,0.83,0.62,6.14,5.46,1.09,0.93,0.755,0,0,2019-06-30,Financial Services,0.81,0.645,0.92,561.6M,2.65,INSAS BERHAD
7034,10,15.13,14.88,4.63,9.64,2.26,15.83,43.08,4.77,1.33,6.61,8.3,7.47,2.51,33.29,28.5,10.65,8.0,7.4,2.11,27.13,5.45,3.96,1.15,2.2,0,0,2018-12-31,Industrial Products & Services,3.42,2.18,3.67,631.7M,3.11,THONG GUAN INDUSTRIES BERHAD
7152,10,15.12,10.48,4.21,8.98,4.36,44.98,111.82,5.27,1.83,6.61,18.18,12.06,7.01,14.67,9.13,5.08,10.0,6.0,3.15,70.47,16.95,6.93,2.36,0.97,0,0,2019-07-31,Consumer Products & Services,1.08,0.8,1.22,148.2M,1.23,JAYCORP BERHAD
4251,10,14.58,9.33,5.31,6.71,5.47,137.82,351.43,19.4,8.1,6.86,60.67,26.2,33.15,5.54,8.94,10.62,0.0,0.02,0.02,0.54,1.09,0.01,0.01,0.38,0,1,2018-12-31,Property,0.235,0.21,0.45,256.3M,0.97,I-BERHAD
5065,10,14.24,14.01,2.23,6.16,1.57,12.82,35.94,3.14,0.67,7.02,8.31,7.36,1.4,12.67,10.71,4.14,2.5,1.05,1.29,8.65,11.37,1.03,1.3,0.89,0,0,2018-12-31,Industrial Products & Services,1.06,0.88,1.19,79.8M,2.29,ORNAPAPER BERHAD
5606,10,14.21,10.06,5.71,6.94,4.95,112.02,336.79,58.94,74.24,7.04,19.58,13.37,8.1,35.24,22.06,13.07,2.0,0.92,0.95,6.23,9.53,0.41,0.41,2.48,0,0,2018-12-31,Property,3.61,2.2,4.06,"2,491.4M",5.2265,IGB BERHAD
3204,10,14.15,10.13,2.53,17.97,8.21,8.89,25.39,13.4,4.58,7.07,12.18,10.56,2.89,15.3,12.98,4.14,7.0,6.68,1.86,52.25,6.41,4.85,1.39,1.08,0,1,2019-01-31,Construction,0.925,0.805,1.38,521.0M,0.9178,GEORGE KENT (MALAYSIA) BERHAD
7085,10,13.65,12.94,7.83,9.49,6.37,97.87,211.86,9.7,6.4,7.33,24.16,14.99,14.23,16.11,31.2,31.21,0.0,6.73,7.2,16.98,15.12,2.66,2.65,1.18,0,1,2019-03-31,Consumer Products & Services,1.26,0.955,1.4,163.9M,1.94,LTKM BERHAD
5401,10,13.16,17.44,7.54,8.26,3.55,6.69,50.68,18.32,6.49,7.6,7.93,6.9,2.93,11.65,18.51,8.76,1.6,3.9,1.73,24.1,13.43,3.72,1.69,0.89,0,0,2018-12-31,Property,0.935,0.805,0.94,"1,374.8M",2.42,TROPICANA CORPORATION BERHAD
4006,10,13.09,8.01,3.13,6.35,2.15,9.96,29.85,8.65,2.28,7.64,18.02,14.95,6.9,80.74,47.43,14.3,40.0,14.3,9.99,28.05,11.33,2.18,1.63,6.17,0,0,2018-12-31,Consumer Products & Services,6.56,6.13,6.88,"4,069.8M",10.6738,ORIENTAL HOLDINGS BERHAD
7167,10,12.93,13.11,4.29,10.69,3.9,13.64,43.8,6.62,1.94,7.73,9.28,8.43,2.66,12.41,15.43,6.71,5.0,3.82,1.66,27.46,14.72,3.32,1.32,0.96,0,1,2018-12-31,Consumer Products & Services,1.76,0.95,1.89,546.4M,1.09,JOHORE TIN BERHAD
5152,10,12.9,14.28,8.47,13.94,8.98,9.24,51.63,14.58,8.38,7.75,10.31,9.32,4.56,13.03,11.55,5.19,3.0,4.15,2.41,42.93,29.4,4.83,2.48,1.01,0,0,2018-12-31,Industrial Products & Services,1.38,0.96,1.42,148.0M,1.33,MUAR BAN LEE GROUP BERHAD
7169,10,12.56,13.45,3.74,9.73,1.7,10.67,39.41,3.98,0.73,7.96,10.26,8.15,2.82,15.82,13.36,3.13,7.0,5.2,1.25,40.09,8.68,5.36,1.98,1.26,0,0,2019-03-31,Industrial Products & Services,1.24,1.2,1.3,204.9M,1.69,DOMINANT ENTERPRISE BERHAD
5080,10,12.49,14.41,6.72,6.68,3.74,9.99,58.87,3.46,1.77,8.01,11.2,8.96,4.74,6.31,6.75,2.98,1.2,0.89,0.6,11.19,7.39,1.92,1.33,0.505,0,0,2019-07-31,Consumer Products & Services,0.5,0.45,0.555,205.2M,1.36,POH KONG HOLDINGS BERHAD
9873,10,12.39,13.41,4.47,6.26,3.68,23.62,51.22,3.12,1.52,8.07,14.16,9.05,5.3,6.42,7.77,5.68,1.5,1.86,1.15,27.57,12.96,3.28,1.0,0.52,0,0,2018-12-31,Industrial Products & Services,0.41,0.395,0.785,84.0M,1.44,PRESTAR RESOURCES BERHAD
5908,10,12.3,13.33,5.58,15.94,9.52,21.19,53.51,1.23,0.81,8.13,10.84,9.26,4.37,28.3,37.4,26.3,10.0,9.04,5.3,27.6,13.93,3.07,0.87,2.3,0,0,2018-12-31,Consumer Products & Services,2.62,2.21,2.87,413.1M,3.8246,DKSH HOLDINGS (MALAYSIA) BERHAD
9679,10,11.99,8.8,3.52,8.9,4.91,9.47,61.9,9.57,5.58,8.34,18.81,13.65,6.71,8.01,16.73,8.59,1.71,5.84,3.35,33.96,18.26,2.81,1.14,0.675,0,0,2018-12-31,Construction,0.865,0.665,1.22,"1,226.7M",2.3,WCT HOLDINGS BERHAD
6114,10,11.95,11.37,2.48,9.22,4.54,11.32,47.29,11.94,3.07,8.37,10.4,9.26,2.27,14.1,21.23,8.47,3.5,5.55,2.57,29.22,13.28,2.99,1.26,1.18,0,0,2019-09-30,Property,1.73,1.11,1.74,"1,014.7M",2.79,MKH BERHAD
5147,10,11.72,10.68,4.15,12.57,5.51,16.06,89.07,2.47,1.05,8.53,17.34,11.47,6.47,7.85,8.4,3.12,3.0,1.89,2.12,18.69,20.01,2.03,2.07,0.67,0,0,2018-12-31,Industrial Products & Services,0.67,0.55,0.765,182.2M,0.57,SAMCHEM HOLDINGS BERHAD
5100,10,11.35,10.12,3.68,9.74,2.53,9.67,43.85,5.93,1.8,8.81,11.14,11.14,3.57,11.23,8.26,2.23,6.0,5.2,1.66,65.98,22.28,6.06,1.25,0.99,0,0,2018-12-31,Industrial Products & Services,1.01,0.95,1.17,189.6M,1.0,BP PLASTICS HOLDING BHD
1171,10,11.22,11.68,4.77,18.88,12.99,19.74,59.67,18.99,9.35,8.91,15.86,10.85,6.12,10.32,20.6,13.54,0.0,7.38,9.29,37.21,28.6,4.03,3.93,0.92,0,0,2018-12-31,Financial Services,0.84,0.82,1.08,"5,639.3M",1.2909,MALAYSIA BUILDING SOCIETY BERHAD
3514,10,11.15,10.83,2.13,10.92,2.91,8.58,26.3,10.18,2.14,8.97,11.32,9.68,2.37,1.34,1.58,0.38,0.3,0.75,0.74,41.27,38.09,4.98,4.84,0.12,0,0,2018-12-31,Consumer Products & Services,0.12,0.11,0.135,126.5M,0.19,MARCO HOLDINGS BERHAD
5007,10,10.89,10.04,2.65,9.9,2.59,24.92,53.38,8.97,2.59,9.18,13.7,10.87,3.69,19.6,14.78,4.86,7.85,5.19,2.42,34.57,8.69,3.48,1.37,1.8,0,0,2019-06-30,Industrial Products & Services,1.38,1.36,1.93,413.4M,1.97,CHIN WELL HOLDINGS BERHAD
6017,10,10.88,10.38,2.2,8.3,3.42,15.89,42.9,29.98,11.74,9.19,12.14,10.21,2.78,26.12,23.43,11.4,8.0,7.3,6.48,23.4,20.82,2.74,2.41,2.4,0,0,2019-03-31,Property,2.31,2.18,2.81,559.3M,3.33,SHL CONSOLIDATED BHD
1066,10,10.87,9.92,1.04,12.9,4.67,7.95,34.49,19.87,2.77,9.2,11.04,10.21,1.21,57.49,60.48,17.2,20.5,18.25,6.02,33.24,14.55,2.87,0.91,5.29,0,0,2018-12-31,Financial Services,5.84,5.21,6.07,"23,418.7M",6.44,RHB BANK BERHAD
6718,10,10.7,14.75,5.61,8.4,4.84,31.83,84.9,23.01,11.55,9.34,13.02,8.45,4.91,13.38,26.86,16.36,6.0,9.5,3.98,41.82,13.97,5.56,1.82,1.25,0,0,2019-01-31,Property,1.24,1.15,1.44,347.8M,3.22,CRESCENDO CORPORATION BERHAD
6645,10,10.62,6.68,1.64,26.35,3.19,11.41,18.6,36.1,6.96,9.41,17.06,15.86,3.82,44.72,29.5,10.3,25.0,20.5,3.77,74.46,16.22,4.76,0.64,4.21,0,0,2019-03-31,Transportation & Logistics,4.59,4.08,5.0,"2,438.5M",1.9354,LINGKARAN TRANS KOTA HOLDINGS BERHAD
7252,10,10.5,11.81,7.33,14.78,8.92,347.28,862.13,6.86,3.83,9.53,66.25,27.74,42.38,10.13,9.69,6.38,3.0,2.51,2.67,19.07,11.57,2.41,2.0,0.965,0,0,2018-12-31,Consumer Products & Services,1.29,0.95,1.43,387.0M,1.02,TEO SENG CAPITAL BERHAD
5110,10,10.39,9.99,3.81,9.29,3.31,8.03,54.75,72.94,25.79,9.63,12.04,11.38,3.77,13.61,14.49,5.25,9.13,10.26,0.86,77.51,19.59,7.04,0.96,1.31,0,0,2018-12-31,Real Estate Investment Trusts,1.22,1.2,1.48,515.9M,1.7171,UOA REAL ESTATE INVESTMENT TRUST
5156,10,9.6,36.66,32.0,16.18,16.1,14.51,123.41,10.53,6.94,10.41,19.01,9.63,11.27,1.31,7.13,6.94,0.0,0.25,0.75,1.28,3.85,0.83,2.5,0.12,1,0,2018-12-31,Consumer Products & Services,0.115,0.07,0.125,207.6M,0.79,XIDELANG HOLDINGS LTD
2852,10,9.23,8.15,3.94,8.8,2.76,14.74,38.16,13.97,3.06,10.83,15.57,14.91,6.07,24.79,23.24,8.58,7.4,9.87,4.53,43.89,19.28,3.13,1.76,2.69,0,1,2018-12-31,Industrial Products & Services,2.36,2.26,3.92,"2,535.5M",2.46,CAHYA MATA SARAWAK BERHAD
3301,10,9.23,10.78,3.88,15.63,4.33,18.84,73.01,12.47,4.1,10.83,18.06,11.29,6.69,104.2,67.16,23.76,50.0,32.45,11.61,53.65,28.88,4.88,0.9,11.28,0,0,2019-06-30,Consumer Products & Services,10.44,8.42,11.6,"3,423.3M",5.39,HONG LEONG INDUSTRIES BERHAD
9172,10,8.81,10.38,4.37,9.65,4.09,28.75,92.36,5.6,2.31,11.35,12.66,10.83,6.5,14.8,9.73,4.33,10.0,5.9,2.07,69.4,24.89,6.25,1.52,1.68,0,0,2018-12-31,Consumer Products & Services,1.61,1.48,2.07,398.2M,1.22,FORMOSA PROSONIC INDUSTRIES BERHAD
2062,10,8.73,10.78,3.82,10.28,5.08,47.37,176.41,6.42,3.02,11.46,19.04,11.47,7.24,5.76,10.23,4.56,0.0,0.2,0.6,2.75,8.25,0.21,0.62,0.66,0,1,2019-06-30,Transportation & Logistics,0.6,0.56,0.76,240.2M,1.02,HARBOUR-LINK GROUP BERHAD
2194,10,8.71,7.89,7.27,6.48,4.99,37.27,102.02,11.56,8.82,11.48,21.4,21.0,11.6,7.2,16.79,14.47,0.0,1.5,1.87,13.43,17.88,0.56,0.7,0.83,0,0,2018-12-31,Transportation & Logistics,1.01,0.81,1.25,"3,075.5M",2.99,MMC CORPORATION BERHAD
3174,10,8.7,15.38,7.06,10.72,5.35,8.44,75.26,50.69,36.0,11.5,15.42,8.95,6.5,1.31,5.94,3.8,0.01,0.36,0.71,11.78,23.3,1.49,2.98,0.15,0,0,2019-03-31,Property,0.14,0.13,0.17,416.2M,0.3719,LAND & GENERAL BERHAD
5130,10,8.59,10.81,3.54,9.66,3.82,7.1,31.21,97.8,35.96,11.64,17.41,11.04,6.13,8.13,11.71,4.82,8.1,5.88,3.21,50.97,26.88,5.12,2.66,1.11,0,0,2018-12-31,Real Estate Investment Trusts,1.05,1.02,1.27,214.9M,1.3037,ATRIUM REAL ESTATE INVESTMENT TRUST
2488,10,8.49,7.97,0.57,11.51,1.7,6.53,12.73,35.31,4.41,11.78,13.2,12.62,0.97,34.7,32.1,4.9,16.7,15.07,5.98,45.58,13.2,3.65,1.18,4.09,0,0,2019-03-31,Financial Services,2.61,2.57,4.35,"4,040.6M",3.8,ALLIANCE BANK MALAYSIA BERHAD
8117,10,8.46,17.33,19.65,7.81,6.68,92.51,222.57,23.52,22.58,11.82,22.53,12.73,11.06,3.72,6.06,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0,0,2019-02-28,Industrial Products & Services,0.38,0.305,0.48,60.8M,1.0381,POLY GLASS FIBRE (M) BERHAD
7811,10,8.32,13.81,6.33,10.88,6.88,10.19,57.64,3.67,1.8,12.03,12.5,9.19,4.85,5.82,13.08,7.66,2.0,7.48,7.32,53.57,27.9,7.33,6.53,0.7,0,0,2019-01-31,Industrial Products & Services,0.7,0.69,0.815,50.9M,1.44,SAPURA INDUSTRIAL BERHAD
7178,10,7.98,9.85,2.14,8.2,1.54,8.08,30.13,9.61,1.71,12.53,12.73,10.74,2.84,22.05,15.44,4.11,7.0,4.25,3.54,25.14,21.9,2.34,2.13,2.75,0,0,2018-12-31,Health Care,2.37,2.24,2.98,330.8M,2.34,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD
1155,10,7.73,7.36,1.36,12.0,2.36,8.55,38.35,19.06,2.0,12.94,20.13,14.46,4.77,74.2,65.8,13.32,57.0,54.45,10.08,84.07,11.5,6.16,1.2,9.5,0,0,2018-12-31,Financial Services,8.61,8.37,9.71,"96,788.1M",7.0544,MALAYAN BANKING BERHAD
1007,10,7.72,19.53,12.22,9.34,5.59,101.93,288.19,48.21,31.67,12.96,20.01,9.8,10.05,4.13,12.88,8.49,3.0,2.8,2.14,37.02,39.85,4.27,3.78,0.535,0,0,2019-03-31,Property,0.485,0.45,0.58,355.6M,1.5,AMCORP PROPERTIES BERHAD
6963,10,7.24,9.65,4.84,15.19,12.74,8.2,47.86,3.64,1.25,13.81,27.21,15.01,12.14,8.84,13.4,5.27,4.4,5.74,3.82,44.78,17.66,3.53,2.64,1.2,0,1,2019-07-31,Industrial Products & Services,1.37,0.7,1.41,"2,551.0M",0.9,V.S. INDUSTRY BERHAD
0099,10,6.93,7.55,2.84,29.45,10.24,9.81,27.33,14.63,5.26,14.42,14.86,14.99,4.84,5.69,7.42,3.16,5.5,5.65,2.87,73.61,18.63,5.13,1.05,0.82,0,0,2019-06-30,Industrial Products & Services,1.25,0.75,1.38,444.3M,0.29,SCICOM (MSC) BERHAD
7248,10,6.87,7.42,2.53,13.35,5.16,11.42,47.73,9.02,4.13,14.56,25.98,16.28,9.38,7.97,6.12,2.7,4.5,3.0,1.22,51.68,14.36,3.68,1.1,1.16,0,1,2018-12-31,Industrial Products & Services,1.17,1.1,1.42,370.8M,0.59,SLP RESOURCES BERHAD
3662,10,6.73,14.03,11.77,9.56,5.08,17.01,104.57,3.52,1.74,14.86,18.66,12.99,9.11,3.23,27.76,28.82,3.0,8.75,7.84,55.88,31.18,5.59,3.79,0.48,0,1,2018-12-31,Consumer Products & Services,0.64,0.47,0.855,642.6M,1.09,MALAYAN FLOUR MILLS BERHAD
1368,10,6.56,11.9,6.19,17.72,7.18,32.47,134.1,10.38,5.03,15.26,20.35,12.02,8.73,17.83,24.09,10.13,14.0,15.2,9.02,62.22,22.97,6.85,5.42,2.72,0,0,2018-12-31,Industrial Products & Services,3.03,2.6,3.52,"2,519.8M",1.77,UEM EDGENTA BERHAD
9598,10,6.48,10.19,5.85,12.54,5.11,10.85,54.54,20.38,6.41,15.44,18.27,14.34,8.99,15.7,31.17,17.69,12.0,18.4,3.44,84.91,61.06,6.11,1.71,2.43,0,0,2019-06-30,Construction,3.0,2.05,3.43,497.6M,1.95,PINTARAS JAYA BHD
5121,10,6.46,8.95,4.84,8.44,4.37,74.0,248.76,41.26,21.83,15.48,66.3,23.22,35.02,7.17,12.23,6.49,9.01,10.22,0.48,165.6,240.2,7.52,0.71,1.11,0,0,2018-12-31,Real Estate Investment Trusts,0.995,0.97,1.17,459.7M,1.3787,HEKTAR REAL ESTATE INVESTMENT TRUST
8877,10,6.23,7.2,3.91,9.65,8.01,30.96,101.15,15.33,11.11,16.06,26.66,18.45,10.82,5.29,11.11,10.67,1.0,2.7,1.62,36.14,25.62,1.77,0.76,0.85,0,2,2019-06-30,Construction,0.795,0.435,1.04,"2,110.6M",0.95,EKOVEST BERHAD
8524,10,6.23,9.4,8.99,15.6,24.4,29.16,112.53,29.44,21.65,16.05,24.29,17.01,10.71,4.92,9.51,6.49,4.8,4.13,3.0,73.36,93.62,3.33,2.42,0.79,0,1,2018-12-31,Utilities,0.87,0.78,1.03,"1,753.8M",53.37,TALIWORKS CORPORATION BERHAD
5031,10,6.11,7.89,8.59,12.63,8.5,120.0,208.01,44.54,28.65,16.38,74.86,41.58,45.68,49.56,41.95,34.78,20.56,15.42,23.96,25.89,31.96,2.0,3.13,8.1,1,0,2018-12-31,Telecommunications & Media,9.2,7.75,9.5,"5,386.9M",4.58,TIME DOTCOM BERHAD
7022,10,6.0,6.66,3.09,16.35,5.84,17.37,48.42,14.77,4.48,16.67,23.24,19.33,10.23,10.5,14.76,6.07,6.0,14.4,6.51,103.67,52.51,6.31,3.06,1.75,0,0,2018-12-31,Technology,2.27,1.39,2.32,"1,519.6M",0.45,GLOBETRONICS TECHNOLOGY BERHAD
5212,8,5.8,7.25,4.19,8.93,5.11,623.48,1661.85,68.99,51.73,17.25,136.24,45.57,83.37,9.51,10.83,5.7,8.78,7.02,2.55,76.84,24.39,4.58,1.63,1.64,0,0,2018-12-31,Real Estate Investment Trusts,1.74,1.61,1.92,"5,291.5M",1.2637,PAVILION REAL ESTATE INV TRUST
7237,9,5.58,6.06,3.02,12.38,5.78,25.72,63.54,8.03,4.14,17.93,24.16,16.13,12.39,7.1,8.22,5.24,8.0,7.72,3.4,125.93,86.07,6.31,3.57,1.27,0,0,2019-03-31,Consumer Products & Services,2.4,1.26,2.45,981.2M,0.6,POWER ROOT BERHAD
0090,10,5.52,6.42,2.38,21.97,13.15,30.11,50.24,42.38,7.48,18.11,39.3,20.78,16.48,6.02,6.45,3.84,4.58,4.66,3.16,71.64,18.03,4.16,1.5,1.09,0,1,2018-12-31,Technology,0.845,0.765,1.25,565.7M,0.16,ELSOFT RESEARCH BERHAD
9792,10,5.28,10.11,13.93,23.27,12.42,18.08,99.21,14.84,5.88,18.94,21.24,21.99,12.47,3.4,6.85,4.91,2.75,5.32,2.91,117.37,84.63,5.57,3.57,0.645,0,0,2018-12-31,Consumer Products & Services,0.635,0.61,0.655,803.0M,0.0926,SEG INTERNATIONAL BHD
9741,10,5.01,25.96,47.26,57.86,133.13,52.51,147.75,5.64,3.79,19.95,125.48,33.4,72.52,3.26,50.23,66.38,1.5,7.35,8.91,32.97,32.94,2.92,3.22,0.68,0,0,2018-12-31,Industrial Products & Services,0.63,0.5,0.79,297.8M,0.7,ROHAS TECNIC BERHAD
7803,10,4.87,8.28,4.94,6.4,3.9,235.08,717.37,3.76,2.19,20.53,216.71,54.92,124.42,2.19,6.59,5.33,1.75,2.55,1.23,124.59,237.02,3.32,0.82,0.45,0,1,2018-12-31,Industrial Products & Services,0.545,0.42,0.6,137.5M,0.8,RUBBEREX CORPORATION (M) BERHAD
8869,10,3.3,9.11,6.44,16.37,13.22,77.33,185.02,5.91,2.99,30.27,41.86,21.8,21.3,16.18,16.98,9.66,6.5,5.52,4.26,40.86,26.53,2.34,1.88,4.83,0,1,2018-12-31,Industrial Products & Services,4.7,4.01,4.95,"18,979.1M",0.79,PRESS METAL ALUMINIUM HOLDINGS BERHAD
3476,10,2.75,8.86,8.2,6.38,4.52,11.25,62.1,11.8,8.15,36.32,38.06,21.66,19.03,11.23,34.5,22.6,4.0,9.55,1.88,43.18,39.68,2.15,0.69,4.08,0,0,2018-12-31,Industrial Products & Services,4.6,4.07,5.0,"1,662.8M",6.15,KECK SENG (MALAYSIA) BERHAD
