code,nYear,ROI,ROI avg,ROI std,ROE avg,ROE std,EPS GR avg,EPS GR std,NPM avg,NPM std,P/E,P/E mid,P/E avg,P/E std,EPS,EPS avg,EPS std,DPS,DPS avg,DPS std,DPayout avg,DPayout std,DY avg,DY std,price,nMerge,nSplit,Annual,category,current_price,52w low,52w high,market cap,NTA,name
8117,10,8.46,17.33,19.65,7.81,6.68,92.51,222.57,23.52,22.58,11.82,22.53,12.73,11.06,3.72,6.06,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0,0,2019-02-28,Industrial Products & Services,0.21,0.21,0.475,33.6M,1.0541,POLY GLASS FIBRE (M) BERHAD
1155,10,8.44,7.49,1.39,11.64,2.35,12.84,34.43,18.53,2.02,11.85,20.13,14.24,4.83,73.45,67.75,12.86,64.0,55.35,10.48,82.59,9.94,6.17,1.22,8.64,0,0,2019-12-31,Financial Services,7.88,7.85,9.55,"88,581.9M",7.2563,MALAYAN BANKING BERHAD
5127,10,8.37,11.66,5.23,8.8,3.59,28.02,114.06,89.06,44.15,11.95,14.04,10.63,5.27,6.19,10.27,4.17,6.2,6.58,0.65,77.6,38.48,7.46,0.71,0.74,0,0,2019-12-31,Real Estate Investment Trusts,0.68,0.655,0.865,389.8M,1.3378,AMANAHRAYA REAL ESTATE INVESTMENT TRUST
7811,10,8.32,13.81,6.33,10.88,6.88,10.19,57.64,3.67,1.8,12.03,12.5,9.19,4.85,5.82,13.08,7.66,2.0,7.48,7.32,53.57,27.9,7.33,6.53,0.7,0,0,2019-01-31,Industrial Products & Services,0.56,0.53,0.815,40.8M,1.44,SAPURA INDUSTRIAL BERHAD
7205,10,8.24,6.51,1.79,12.46,3.14,10.0,20.19,11.24,2.75,12.13,21.75,16.92,6.08,16.23,13.44,2.93,10.0,9.72,6.58,71.13,43.17,4.66,3.15,1.97,0,0,2019-12-31,Consumer Products & Services,1.7,1.68,2.22,389.0M,1.09,COCOALAND HOLDINGS BERHAD
8079,10,8.17,10.22,3.34,11.09,4.51,27.98,62.84,5.72,2.8,12.24,12.28,11.03,3.94,4.98,2.73,1.78,2.5,0.75,1.01,16.29,20.36,1.49,1.85,0.61,0,0,2019-12-31,Consumer Products & Services,0.5,0.45,0.95,83.9M,0.35,LEE SWEE KIAT GROUP BERHAD
1007,10,7.72,19.53,12.22,9.34,5.59,101.93,288.19,48.21,31.67,12.96,20.01,9.8,10.05,4.13,12.88,8.49,3.0,2.8,2.14,37.02,39.85,4.27,3.78,0.535,0,0,2019-03-31,Property,0.37,0.35,0.58,271.3M,1.45,AMCORP PROPERTIES BERHAD
9679,10,7.24,8.8,3.51,8.03,5.15,7.24,62.54,9.56,5.59,13.81,18.81,13.65,6.71,6.36,15.49,9.08,0.71,4.91,3.36,29.74,18.17,2.51,1.22,0.87,0,0,2019-12-31,Construction,0.425,0.42,1.22,602.7M,2.3,WCT HOLDINGS BERHAD
0099,10,6.93,7.55,2.84,29.45,10.24,9.81,27.33,14.63,5.26,14.42,14.86,14.99,4.84,5.69,7.42,3.16,5.5,5.65,2.87,73.61,18.63,5.13,1.05,0.82,0,0,2019-06-30,Industrial Products & Services,0.75,0.6,1.3,266.6M,0.29,SCICOM (MSC) BERHAD
3662,10,6.73,11.1,9.31,8.47,5.01,17.48,104.66,3.14,1.55,14.85,18.69,14.2,8.45,4.51,22.37,27.59,3.0,7.05,7.02,59.1,30.44,4.83,3.05,0.64,0,0,2019-12-31,Consumer Products & Services,0.465,0.44,0.855,466.9M,1.09,MALAYAN FLOUR MILLS BERHAD
9598,10,6.48,10.19,5.85,12.54,5.11,10.85,54.54,20.38,6.41,15.44,18.27,14.34,8.99,15.7,31.17,17.69,12.0,18.4,3.44,84.91,61.06,6.11,1.71,2.43,0,0,2019-06-30,Construction,2.73,2.05,3.43,452.8M,1.98,PINTARAS JAYA BHD
8877,10,6.23,7.2,3.91,9.65,8.01,30.96,101.15,15.33,11.11,16.06,26.66,18.45,10.82,5.29,11.11,10.67,1.0,2.7,1.62,36.14,25.62,1.77,0.76,0.85,0,0,2019-06-30,Construction,0.465,0.425,1.04,"1,234.5M",0.96,EKOVEST BERHAD
5347,10,6.01,7.66,2.94,10.33,4.16,39.86,108.24,12.34,4.31,16.65,19.91,16.0,8.06,79.64,86.4,33.53,100.0,37.53,25.86,45.36,31.8,3.09,1.77,13.26,0,0,2019-12-31,Utilities,11.82,11.12,14.28,"67,219.0M",10.1957,TENAGA NASIONAL BHD
9741,10,5.71,24.9,47.59,56.53,133.58,51.48,147.99,5.08,3.58,17.51,125.48,34.54,72.17,3.66,47.35,67.7,1.5,5.9,8.56,32.14,32.63,2.35,2.72,0.64,0,0,2019-12-31,Industrial Products & Services,0.325,0.31,0.79,153.6M,0.69,ROHAS TECNIC BERHAD
7237,9,5.58,6.06,3.02,12.38,5.78,25.72,63.54,8.03,4.14,17.93,24.16,16.13,12.39,7.1,8.22,5.24,8.0,7.72,3.4,125.93,86.07,6.31,3.57,1.27,0,0,2019-03-31,Consumer Products & Services,1.89,1.26,2.45,773.6M,0.66,POWER ROOT BERHAD
5212,9,4.97,6.99,4.02,8.69,4.86,553.19,1579.37,73.48,47.31,20.14,136.24,42.75,79.01,8.64,10.59,5.42,8.5,7.18,2.45,79.23,23.97,4.62,1.54,1.74,0,0,2019-12-31,Real Estate Investment Trusts,1.7,1.6,1.92,"5,173.7M",1.2677,PAVILION REAL ESTATE INV TRUST
8869,10,2.51,8.74,6.7,17.32,12.61,55.53,183.25,6.33,2.78,39.86,41.86,24.2,21.84,11.72,17.4,9.33,5.0,5.85,4.08,42.8,25.87,2.3,1.9,4.65,0,0,2019-12-31,Industrial Products & Services,3.79,3.6,5.24,"15,304.4M",0.88,PRESS METAL ALUMINIUM HOLDINGS BERHAD
5121,10,2.5,8.17,5.17,7.71,4.77,66.92,251.61,37.86,23.94,39.97,66.3,26.25,35.03,2.48,11.32,7.12,7.77,9.97,0.88,188.06,242.45,7.38,0.46,0.99,0,0,2019-12-31,Real Estate Investment Trusts,0.8,0.73,1.16,369.6M,1.3192,HEKTAR REAL ESTATE INVESTMENT TRUST
